PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie_violet,CIP2A_APCCy7,VEGFR1_594,CD42_BV605,Colony
"3,229",98,532,222,543,418,363,"6,850",1
397,87,316,257,374,132,260,"12,181",0
149,464,635,"1,393","1,117",286,273,"8,760",0
"3,375",104,321,28,210,286,187,943,0
"1,141",254,845,692,545,"1,021",489,"17,790",0
313,167,530,271,462,184,140,"25,598",0
"3,954",34,432,370,274,160,176,412,0
"1,779",87,555,-10,352,262,289,"1,814",0
"1,159",263,580,444,456,579,197,"12,634",0
337,147,637,541,570,197,18,"16,767",0
62,-23,265,967,435,351,130,362,0
420,113,218,971,573,392,446,"16,845",0
218,122,404,-76,279,179,278,"17,127",0
699,284,656,552,778,328,92,"11,696",0
214,79,472,119,304,170,151,652,0
"3,943",140,"1,406",829,"1,288",666,"1,226","27,469",0
"2,649",131,390,475,361,138,91,655,0
243,25,356,286,917,260,614,"39,734",0
346,77,857,429,573,462,368,"10,814",0
"1,752",144,585,409,443,282,160,"2,311",0
"2,884",211,"1,295","1,346","1,595","1,044",254,"10,794",0
947,173,779,143,453,162,435,"6,936",0
308,143,337,465,593,336,254,"21,930",0
407,235,151,"3,264","1,298","1,979","1,135","49,525",0
"1,231",48,"1,743",71,355,188,143,322,0
"2,195",73,533,165,418,216,157,696,1
263,243,721,298,709,168,569,"40,524",0
927,380,639,538,856,"1,163","1,570","67,494",0
"1,748",77,779,705,931,360,234,"13,505",0
"2,904",214,890,556,510,353,136,"16,578",0
"1,543",144,529,300,645,213,481,"10,360",0
148,154,303,-12,407,118,216,"6,913",0
"1,467",-2,221,329,180,122,113,383,0
"2,088",33,331,-3,227,107,141,922,1
"2,125",116,583,-74,246,112,68,261,1
"1,632",79,552,444,879,267,264,"1,072",0
"1,411",71,927,265,365,189,153,974,0
80,-56,"1,093","1,152","1,635",321,625,"37,155",0
311,137,775,555,922,606,689,"47,959",0
448,175,631,174,705,238,670,"34,085",0
"1,211",64,"1,337",520,543,-4,61,"2,128",0
"1,293",223,325,118,515,261,463,"13,740",0
199,153,535,291,399,183,134,"3,854",0
224,258,"1,313",106,890,636,702,"21,521",0
"2,234",52,711,253,581,231,612,"15,600",0
350,15,742,318,374,109,-31,"2,621",0
351,148,563,30,271,110,649,"16,070",0
"2,414",-6,214,-83,231,164,185,176,0
660,"2,622",337,888,245,"27,513",71,"1,745",0
"1,702",131,403,257,287,18,91,961,0
"1,241",244,683,674,726,860,200,"10,892",0
406,116,"1,135",160,418,190,789,"26,490",0
442,261,"1,283",604,939,601,"1,593","40,820",0
162,25,464,499,193,-60,104,"14,611",0
986,-32,671,143,497,136,284,"6,374",0
678,173,463,600,943,678,723,"36,039",0
536,190,263,"1,557",714,954,733,"63,364",0
969,77,463,125,232,268,263,"4,241",0
"3,598",253,979,532,662,280,205,"1,286",0
"1,189",-22,296,82,783,113,541,"15,629",0
"2,146",117,462,339,475,244,131,"4,137",0
"1,204",94,313,667,786,225,154,726,1
"1,367",138,598,258,375,415,48,374,1
"3,219",91,667,248,287,280,239,"1,680",0
"1,735",36,348,68,253,178,87,454,0
518,190,533,256,"1,458",126,417,"8,884",0
"3,474",221,"1,301",155,527,320,239,"4,108",0
261,94,434,455,814,423,"1,071","43,926",0
"1,476",121,634,434,603,429,591,"19,790",0
235,334,631,375,572,159,313,"19,037",0
351,161,511,874,"1,768",909,948,"31,168",0
"1,831",12,502,495,558,272,52,"10,183",0
"1,310",21,166,22,145,183,113,382,0
332,104,"1,067",235,"1,202",139,"1,417","42,393",0
654,9,417,71,318,79,433,"8,165",0
"1,064",225,743,222,456,412,168,742,0
"1,834",112,326,8,316,217,157,"3,106",0
"1,538",-55,218,39,123,81,161,158,0
929,98,418,257,280,129,114,696,0
660,152,"1,010",402,695,360,177,"24,098",0
"1,162",234,837,"2,105",926,"1,168",275,"12,513",0
"1,109",101,457,103,229,22,315,"3,567",0
"1,477",91,480,195,267,297,139,523,0
-32,143,510,483,743,138,617,"65,777",0
598,93,393,273,376,318,2,"5,658",0
773,39,485,-86,369,269,131,"8,930",0
"1,981",144,878,291,553,644,298,"7,200",0
831,176,439,766,"1,082",600,172,"16,564",0
"2,521",44,247,90,217,119,136,164,0
"1,171",27,621,43,329,257,222,"1,533",1
213,20,159,323,447,225,"1,336","41,881",0
299,197,639,411,440,324,746,"36,073",0
850,109,553,59,362,226,139,"2,426",0
533,238,"1,083","1,808","2,291","1,813",753,"26,815",0
899,-37,332,128,437,5,111,"5,562",0
"3,556",31,898,48,472,185,147,560,0
175,126,"1,526",181,783,337,595,"22,113",0
"1,571",51,732,106,428,396,230,"1,196",0
346,"1,579",434,786,971,"1,111",182,"30,033",0
129,65,706,333,"1,250",134,"1,062","13,503",0
504,58,595,210,528,248,891,"39,728",0
"1,065",106,253,500,465,281,304,"9,361",0
985,112,455,133,294,122,110,402,0
215,122,170,314,237,486,515,"22,540",0
155,86,412,235,519,435,256,"13,049",0
437,48,532,263,305,273,129,"8,780",0
"1,085",52,283,-11,258,325,109,281,0
"2,223",135,975,120,571,365,231,"2,507",0
"1,761",255,"1,291",604,"1,327",306,596,"16,558",0
"1,234",85,618,447,416,271,126,"8,100",0
213,165,919,305,420,10,154,"26,149",0
46,178,318,257,441,291,223,"19,692",0
"1,120",245,880,723,"1,168",546,593,"19,435",0
"1,577",13,400,346,309,132,115,396,0
79,48,198,519,"1,108",-1,620,"14,145",0
534,106,426,701,748,472,690,"29,749",0
866,197,741,536,797,319,763,"23,023",0
"1,218",118,386,230,352,338,159,"1,060",1
248,-28,417,24,255,234,201,"7,034",0
540,301,567,"1,050","1,041",922,"1,366","45,360",0
"18,339","12,481",-39,"5,037","2,082","101,995",318,"9,022",0
367,78,367,281,517,166,473,"15,918",0
"3,925",135,302,389,269,34,179,295,0
694,-26,862,110,243,154,277,"7,707",0
203,161,402,"1,056","1,017",399,530,"17,887",0
250,188,669,"2,081","1,110",120,-50,"11,422",0
283,77,341,498,"1,185",538,732,"27,899",0
277,-23,573,184,542,-14,501,"15,434",0
163,125,352,429,583,152,251,"12,282",0
"1,162",96,523,473,456,232,233,"21,088",0
640,109,456,42,436,179,405,"6,722",0
366,104,718,550,884,-28,511,"28,898",0
"2,025",9,609,315,523,159,271,"5,535",0
"1,230",136,724,604,603,179,-4,"1,638",0
"1,583",259,488,471,369,309,138,"4,258",1
856,60,426,245,330,73,749,"22,338",0
593,139,501,704,459,142,262,"16,723",0
441,267,443,284,312,116,192,"5,803",0
213,111,307,63,495,268,845,"14,443",0
825,123,764,499,657,365,178,"12,461",1
"1,800",210,933,344,878,804,755,"30,629",0
673,49,"2,811","2,493","1,745",747,625,"21,840",0
"1,541",196,"1,067",147,804,797,437,"15,487",0
316,457,391,"2,086",290,951,748,"42,052",0
530,438,366,370,411,"1,337","2,264","47,731",0
306,109,"1,279","1,403","1,689",247,"1,465","47,042",0
620,57,203,216,245,331,95,"2,574",0
330,125,639,377,858,121,141,"8,267",0
56,74,403,-39,480,21,288,"2,263",0
"1,432",83,354,292,229,194,384,"5,146",0
64,165,696,269,701,87,421,"25,502",0
344,165,611,"1,338","1,800",602,"1,367","53,774",0
348,-13,400,341,469,233,912,"37,119",0
"1,568",112,"1,956",191,661,89,217,707,0
"1,055",133,449,236,349,73,-26,"6,613",0
516,299,888,389,"1,234",532,724,"23,118",0
"1,611",97,"1,634",95,717,109,255,965,0
"1,371",129,459,294,464,138,199,"1,452",0
43,146,530,310,542,322,353,"9,964",0
"1,157",42,267,101,209,103,228,318,0
"1,338",143,812,373,499,353,239,"8,343",0
"2,280",131,812,385,655,34,297,"2,338",1
189,244,"1,204",481,"1,290",179,996,"23,586",0
240,155,"1,090",688,"1,491",55,539,"8,417",0
55,86,507,183,622,130,442,"33,073",0
256,214,398,327,623,490,716,"48,813",0
846,38,494,38,212,351,"1,112","32,090",0
"1,334",6,403,37,301,244,110,505,0
"2,230",327,467,902,531,470,-76,"19,762",0
"1,718",104,617,146,540,395,211,"6,393",0
"2,625",69,622,104,422,308,238,275,0
"3,149",5,334,266,314,318,389,"3,706",1
"1,509",76,564,288,371,106,103,"1,258",1
239,78,303,216,416,168,74,"3,099",0
"1,858",72,244,8,114,101,56,252,0
292,110,393,166,556,-4,499,"11,482",0
42,60,469,627,"1,379",205,296,"8,574",0
299,75,385,668,572,324,51,"11,518",0
368,148,436,312,420,124,455,"20,213",0
"1,027",112,488,163,243,154,49,"6,390",0
984,101,437,193,316,165,252,"5,329",0
-88,11,297,278,386,-3,-24,"17,456",0
"1,898",77,529,347,482,375,-41,"12,339",0
"3,132",92,838,136,365,106,241,319,0
"1,250",61,"1,104",128,306,131,236,"4,498",0
163,162,418,620,943,314,991,"33,779",0
355,155,"1,466",248,665,352,203,891,0
"2,686",60,909,169,426,236,189,503,1
969,16,140,135,155,186,491,"4,737",0
447,145,610,239,503,-40,530,"11,276",0
449,198,606,497,543,219,121,"7,407",0
-100,24,468,426,782,596,693,"31,324",0
"2,096",268,482,115,339,221,11,"4,362",0
505,26,385,166,391,258,188,"5,607",0
547,80,584,148,557,169,454,"20,059",0
"1,085",110,"1,933",155,482,331,"1,221","31,161",0
"1,088",108,526,478,583,161,227,"9,628",0
"3,204",253,831,251,652,449,331,"6,322",0
408,178,335,497,599,71,451,"26,862",0
"2,607",163,"3,434",364,866,233,364,"1,038",0
741,168,"1,010",340,668,815,663,"21,800",0
954,125,464,-3,476,265,381,"8,934",0
"1,301",122,566,216,613,241,259,"13,287",0
449,112,388,341,370,996,387,"39,544",0
"1,161",140,665,417,805,388,165,"3,260",0
400,167,749,551,798,286,803,"16,481",0
644,12,497,386,420,590,791,"45,402",0
90,87,152,524,587,450,755,"36,264",0
417,30,581,350,840,340,641,"49,631",0
555,200,486,591,549,396,275,"6,215",0
325,216,331,292,488,278,228,"21,025",0
478,187,"1,056",597,689,329,541,"20,170",0
"1,615",288,"1,475",777,664,982,926,"37,373",0
545,463,431,642,516,183,606,"33,194",0
875,156,376,455,319,514,-7,"1,933",0
943,76,300,386,291,188,698,"16,469",0
547,175,732,321,886,"1,044",430,"28,562",0
-22,58,252,36,263,131,113,652,0
"1,381",160,625,212,484,205,183,"2,601",0
525,221,734,608,"1,000",780,253,"30,103",0
144,75,600,580,"1,820",101,338,"9,521",0
"1,596",93,634,81,361,363,202,494,0
206,121,215,"1,698","1,443",793,354,"25,490",0
-14,49,434,155,671,154,253,"21,794",0
274,77,448,135,712,91,767,"44,189",0
876,191,713,279,493,343,443,"34,645",0
800,3,394,188,258,45,98,321,0
"2,810",26,928,235,"1,124",370,456,"7,561",0
977,91,798,133,736,208,145,598,0
94,23,411,722,805,23,852,"25,140",0
961,31,430,389,278,218,346,"3,967",1
"1,052",135,587,105,605,407,350,"8,813",0
450,360,815,394,780,849,313,"7,370",0
639,82,743,30,664,291,346,"8,568",0
0,189,398,627,898,450,"1,538","67,645",0
124,-15,309,274,500,180,279,"15,274",0
388,159,367,310,427,320,30,"13,430",0
330,93,236,666,540,224,821,"31,486",0
"1,041",49,"1,079",76,549,211,178,"5,630",0
"3,724",44,274,154,278,196,186,429,0
289,61,429,230,524,171,456,"15,276",0
"1,536",40,186,145,236,248,27,311,0
"2,150",77,786,258,667,362,240,"3,673",0
871,143,832,400,778,253,248,"11,082",0
707,81,351,190,513,236,339,"12,694",0
359,72,678,265,866,326,187,"8,308",0
292,334,760,598,"1,177",437,286,"13,200",0
339,111,436,259,482,224,345,"6,497",0
"1,053",141,440,189,379,390,98,"15,123",0
"2,239",76,969,40,322,283,106,"1,143",0
356,-34,"1,380",323,453,142,427,"36,385",0
539,25,344,131,249,229,167,"2,726",0
118,21,344,248,738,297,884,"42,756",0
921,85,656,223,418,326,849,"20,204",0
"1,335",213,517,370,504,539,270,"11,204",0
358,199,324,875,396,65,440,"10,387",0
"18,594","10,054",839,"2,050",873,"74,862",446,"15,490",0
522,-3,422,412,313,938,926,"22,141",0
875,96,386,131,558,169,165,"8,095",0
-114,88,192,155,326,207,380,"22,778",0
"1,542",60,495,364,484,91,114,"2,579",0
793,161,724,383,407,412,186,"11,574",0
"1,976",7,247,108,146,-96,118,153,0
36,37,283,125,222,46,235,"3,235",0
131,46,265,17,357,133,702,"23,749",0
581,88,276,172,376,139,153,"16,600",0
242,14,598,181,479,362,"1,019","32,443",0
"2,126",53,751,80,492,278,189,"1,441",0
513,101,766,324,520,785,689,"29,251",0
"1,392",-115,283,327,357,197,-83,"1,547",0
"1,487",4,755,309,407,330,309,"12,687",0
"3,231",197,628,453,"1,093",465,387,909,0
220,145,770,51,"1,076",38,598,"16,489",0
294,60,470,608,484,355,466,"24,699",0
"2,870",81,"1,009",246,629,199,285,"1,068",0
405,36,352,148,640,209,346,"9,517",0
243,50,678,207,897,107,818,"15,597",0
"2,789",52,379,127,425,76,210,527,0
581,88,"1,300",263,"1,023",227,571,"20,148",0
497,97,484,264,327,273,463,"16,200",0
"1,649",118,651,98,"1,102",364,230,"10,254",0
"1,274",30,414,73,381,257,195,"7,810",0
"1,967",160,817,222,683,288,434,"11,668",0
416,18,576,179,413,286,440,"22,604",0
440,71,667,297,457,286,265,"32,208",0
164,-2,446,300,674,52,552,"14,087",0
844,9,592,125,563,146,245,931,0
441,88,470,520,784,654,"1,738","47,227",0
222,50,250,90,386,242,659,"14,746",0
654,61,302,170,"1,092",553,672,"27,145",0
"2,343",377,451,37,418,"2,522",305,"10,031",0
"1,591",83,630,173,487,264,15,"6,943",0
381,85,"2,081",348,541,359,237,"30,229",0
616,102,660,117,435,211,125,"2,387",0
550,89,574,194,414,78,251,"4,612",0
255,42,396,48,373,218,476,"20,915",0
-16,40,411,96,343,182,171,"1,293",0
"1,091",27,547,240,463,268,372,"8,114",0
"3,011",43,417,93,350,124,182,358,0
119,28,712,542,572,158,715,"44,736",0
407,204,641,"1,535","1,638",468,306,"19,338",0
"2,467",104,820,124,482,295,217,"1,116",1
-8,86,434,161,343,-21,127,"3,226",0
"1,902",209,154,"2,768","1,313","1,924",619,"18,817",0
"1,038",104,744,598,950,736,376,"10,633",0
"1,735",60,586,180,320,332,292,"2,103",0
"3,381",44,"1,225",210,862,804,319,"9,138",0
698,65,234,150,503,335,"1,025","22,579",0
"2,897",172,628,239,387,191,232,"2,474",0
519,56,377,488,487,"1,152",618,"27,668",0
407,-23,570,208,725,203,629,"63,009",0
210,262,528,227,"1,031",30,621,"20,062",0
288,109,512,66,403,463,183,"4,744",0
244,53,267,208,354,90,261,"17,153",0
234,22,329,106,421,235,753,"34,810",0
71,42,656,269,340,93,238,"4,987",0
190,15,470,"1,059","1,419",252,282,"21,499",0
444,234,491,481,"1,249",470,835,"39,212",0
"1,141",35,502,138,294,171,214,443,0
552,124,"1,196",340,"1,390",340,"1,664","54,350",0
"2,210",120,854,53,499,15,169,776,0
269,154,611,226,824,281,180,"19,218",0
786,71,358,160,527,273,73,"13,970",0
832,177,"1,158",448,768,655,252,782,0
762,183,445,83,463,169,136,"16,550",0
542,116,733,90,518,616,530,"17,124",0
200,92,740,172,741,337,411,"12,563",0
272,27,306,79,400,108,439,"9,297",0
432,152,417,193,713,346,785,"22,681",0
536,66,583,-34,338,121,507,"12,707",0
332,105,301,"1,815","2,170","1,033",560,"14,019",0
436,46,350,63,345,122,389,"15,625",0
144,3,267,56,327,54,701,"19,379",0
211,111,501,607,711,432,566,"10,241",0
448,-43,376,334,438,330,600,"17,076",0
652,56,698,189,357,105,101,"9,495",0
800,74,412,268,445,168,58,"3,542",0
453,79,447,126,529,173,878,"14,245",0
631,24,361,261,502,357,221,"11,553",0
276,28,338,81,431,136,"1,064","38,003",0
166,-8,323,118,306,143,258,"12,287",0
"1,508",59,346,1,395,228,391,"10,433",0
"2,304",39,180,122,213,54,197,259,0
312,96,367,101,498,285,178,"12,355",0
"1,998",117,"1,375",239,670,468,131,"11,710",0
220,132,248,315,853,153,235,"22,891",0
404,315,825,179,951,753,750,"45,444",0
325,106,272,141,497,467,"1,907","18,288",0
83,87,325,202,409,49,328,"10,294",0
403,144,854,266,"1,077",333,286,"13,056",0
365,120,702,44,559,182,223,"21,042",0
"1,331",313,"4,655",763,"2,352","1,371",626,"22,003",0
"1,535",273,"1,157",180,"1,033",429,493,"1,806",0
"1,717",22,377,41,294,-97,126,842,0
394,251,553,"1,093","2,184",389,"1,036","55,965",0
"2,207",183,"1,622",261,"1,758",498,495,"23,240",0
611,273,338,179,120,125,281,615,0
"2,637",108,289,-40,306,143,209,263,0
590,38,397,446,634,115,117,"10,859",0
709,71,415,114,344,993,63,"11,049",0
344,68,433,148,514,206,223,"36,575",0
-106,132,107,155,157,89,423,"18,436",0
90,154,"1,209",445,"1,764",75,798,"35,477",0
144,194,876,150,"1,360",191,826,"14,795",0
488,-19,664,293,664,106,287,"4,451",0
239,100,499,34,311,182,198,"15,272",0
321,69,603,189,462,-2,414,"21,529",0
288,55,350,92,386,171,181,"11,418",0
"4,335",405,328,"3,180",743,851,"1,109","11,954",0
569,95,802,825,569,586,370,"18,771",0
"1,855","8,948",-649,"15,232",985,"22,921",816,"8,518",0
465,73,427,138,352,157,64,"7,211",0
"2,872",101,"1,205",112,540,296,58,"8,099",0
380,65,327,193,382,195,367,"2,997",0
370,231,424,280,714,716,67,"40,512",0
"2,230",77,376,155,324,160,149,516,0
147,49,324,109,575,176,535,"36,633",0
"2,173",136,973,295,557,193,179,"11,120",0
303,16,322,201,542,349,"1,387","34,728",0
163,203,603,-88,641,113,522,"7,847",0
"1,522",57,362,22,194,77,84,521,0
464,520,312,647,594,281,345,"10,159",0
"1,895",68,391,38,379,192,160,"2,596",0
198,100,506,254,729,200,"1,302","38,330",0
-55,-195,-753,"22,552",-463,-46,99,"14,238",0
"1,330",45,462,16,217,82,83,500,0
201,8,735,44,438,229,139,"8,099",0
"1,486",157,939,129,677,245,343,"3,039",0
805,151,893,256,674,346,451,"11,849",0
"1,138",124,517,365,809,421,293,"12,343",0
545,41,522,872,"1,317",601,664,"24,753",0
"1,574",88,275,111,196,178,157,123,0
"2,302",14,260,145,311,119,170,308,0
144,-12,479,101,589,78,366,"7,179",0
683,103,950,"1,249",983,254,"1,386","49,934",0
162,145,360,176,380,738,328,"19,285",0
443,68,243,477,487,267,748,"27,116",0
"1,087",63,273,192,309,76,125,271,0
476,132,350,104,285,191,81,"1,526",0
"1,726",1,593,102,373,311,420,"10,881",0
121,78,475,149,646,290,418,"13,033",0
"3,368",9,550,145,408,111,174,580,0
724,52,533,311,352,268,247,"6,686",0
"3,103",171,"1,524",522,677,887,"1,246","38,860",0
344,89,345,"1,478","1,405",543,298,"17,130",0
901,321,760,319,550,493,858,"40,282",0
"3,394",84,581,57,463,554,297,"3,787",1
695,113,"1,344",150,641,163,649,"9,582",0
"1,645",145,572,132,539,203,38,"7,948",0
418,104,220,66,422,255,428,"19,445",0
54,66,341,267,416,200,572,"13,883",0
"3,749",104,803,62,434,315,286,704,1
"1,632",108,623,19,262,277,251,"1,661",0
227,135,694,545,670,37,"1,003","27,632",0
290,4,100,92,177,15,429,"15,118",0
83,302,781,"1,764","2,133",595,982,"25,553",0
653,176,619,201,771,196,584,"18,535",0
552,142,595,168,834,164,"1,692","116,856",0
"3,884",254,893,"1,576","1,797","1,636",696,"29,323",0
"1,201",81,729,"1,224","1,802",595,323,"25,598",0
"1,484",89,460,"1,801","1,337","1,878",375,"13,942",0
"3,406",124,758,18,659,356,383,917,0
"1,440",151,984,297,"1,072",181,230,"2,002",0
"2,247",152,650,385,640,185,168,"4,229",1
"1,402",109,620,145,477,201,731,"25,932",0
"2,381",12,492,33,274,33,156,279,0
188,-20,938,548,"1,425",74,199,"4,310",0
272,92,212,312,387,80,"1,205","28,986",0
742,51,266,340,491,573,461,"36,317",0
"1,921",40,691,25,309,29,245,"2,972",0
"1,191",24,415,152,306,49,94,"4,319",0
303,59,360,34,158,75,138,"6,572",0
356,68,463,232,506,176,742,"29,757",0
629,-6,413,915,729,277,496,"33,302",0
548,29,492,-30,393,97,193,"6,308",0
"1,389",34,457,145,258,87,94,391,1
"1,168",-4,773,57,372,113,292,"4,491",0
584,97,554,222,581,338,626,"18,658",0
372,12,402,226,603,409,172,"48,749",0
106,57,319,252,892,-50,367,"8,630",0
464,180,543,518,"1,034",604,620,"28,252",0
884,116,742,211,698,284,638,"9,533",0
603,32,627,198,457,253,262,"1,895",0
890,15,508,34,373,249,60,897,0
"1,216",7,286,135,313,139,276,"4,156",0
456,72,271,426,298,-5,287,"6,467",0
"1,508",49,179,76,168,78,53,173,0
114,118,585,231,650,"1,050",653,"63,951",0
"2,891",65,553,458,641,642,260,"12,974",0
"3,624",74,379,-48,336,356,232,839,1
336,71,526,-12,386,140,52,"19,025",0
"3,032",907,828,411,866,"7,258",68,"12,069",0
187,138,295,-55,322,20,868,"14,406",0
"1,349",261,618,270,300,23,387,"1,231",0
"2,268",41,310,469,357,38,230,669,0
89,8,660,217,787,405,860,"39,312",0
"1,052",21,264,66,267,117,108,566,0
"1,253",107,434,119,384,479,114,"4,865",0
"1,037",20,466,44,312,170,224,"2,570",0
616,36,501,142,280,121,-71,"10,142",0
225,123,447,306,871,291,486,"25,988",0
"1,934",32,295,105,199,77,153,286,0
48,71,476,557,606,210,390,"17,802",0
"1,550",77,449,228,335,145,103,"4,036",0
372,52,182,361,"1,008",335,"1,122","30,179",0
"2,941",156,"1,825",996,"1,435",735,999,"12,391",0
237,108,538,789,"1,686",274,876,"39,191",0
413,93,892,394,864,-4,675,"33,444",0
280,72,"1,149",131,726,140,357,"8,720",0
411,96,546,242,709,330,900,"29,536",0
265,83,474,31,514,4,212,"20,007",0
378,50,303,403,557,44,778,"33,039",0
313,105,810,699,"1,130",404,794,"42,882",0
918,36,568,180,777,287,531,"9,291",0
197,140,"1,173",371,429,792,388,"13,808",0
"1,228",-24,601,-24,310,71,159,"1,227",0
"2,045",95,444,411,511,281,210,770,0
926,102,353,-68,321,278,134,"2,267",0
475,52,467,62,359,108,397,"11,244",0
697,82,713,644,"1,725",665,226,"31,746",0
299,28,294,129,408,23,202,"10,849",0
204,-4,238,134,215,125,70,"11,659",0
534,250,"1,136",185,764,351,227,"10,369",0
"1,230",178,"1,491",46,789,338,596,"12,595",0
398,111,369,51,274,349,215,"31,065",0
453,132,427,257,519,152,502,"23,391",0
"2,236",141,791,539,523,445,152,"7,907",0
991,64,618,160,482,372,332,"7,896",0
"1,213",99,723,180,316,169,172,"1,194",0
28,74,447,136,387,450,517,"16,060",0
259,56,242,23,444,360,845,"24,885",0
"1,977",137,297,201,275,259,117,244,0
124,23,283,266,485,239,549,"10,251",0
693,151,250,150,295,98,273,555,0
846,59,"1,132",274,557,162,94,"2,207",0
206,66,337,693,647,647,"1,193","45,826",0
881,122,849,287,378,132,254,"2,266",0
818,312,630,181,411,"2,565",230,"9,446",0
"1,031",104,841,252,659,415,358,"21,916",0
"1,561",82,289,101,199,172,177,623,0
"2,558",338,989,342,784,720,354,779,0
"1,785",82,"1,097",632,"1,001",446,875,"24,276",0
"1,262",252,491,183,399,106,253,642,0
58,35,"1,057",93,253,0,180,"4,634",0
"1,451",238,492,266,494,507,975,"24,206",0
"1,825",92,495,131,450,271,99,"5,371",0
192,1,420,120,"1,286",139,371,"13,326",0
723,177,"1,868",740,"1,332",985,303,"49,980",0
164,27,420,210,540,200,"1,068","59,272",0
"1,885",10,205,193,338,20,110,229,0
506,126,633,268,403,245,-3,"9,798",0
517,52,473,57,348,408,272,"3,998",0
"1,837",128,652,277,700,946,242,"1,027",0
"1,606",63,511,27,404,96,224,489,0
547,143,460,942,"1,054",599,621,"20,926",0
"2,203",98,461,131,534,59,113,"2,265",1
401,102,479,116,372,194,97,"12,599",0
"1,793",27,709,117,449,104,242,651,0
"1,858",103,470,214,466,480,238,"7,503",0
"1,535",85,509,114,315,92,67,"5,878",0
"1,651",116,985,205,378,385,211,"1,315",1
274,76,633,647,"1,221",159,914,"14,647",0
154,58,338,"1,703",870,320,134,"3,865",0
993,288,622,499,818,760,70,"19,295",0
738,7,359,79,257,156,115,"3,339",0
128,97,224,194,444,245,935,"44,056",0
"2,322",167,265,"1,528","1,004","1,467",660,"23,744",0
319,146,714,248,"1,139",63,"1,808","53,546",0
"2,073",139,701,459,532,232,332,"8,768",0
528,288,"1,663",331,550,318,963,"53,816",0
442,90,566,148,442,351,166,"4,460",0
204,28,617,84,427,85,471,"4,476",0
"1,217",46,431,-28,216,144,149,355,0
148,-210,"-1,446","19,895",-534,"-1,222",-47,"26,253",0
273,594,761,"2,373","1,180",393,281,"3,704",0
396,120,297,60,288,173,400,"17,830",0
"1,375",134,640,240,402,348,431,"15,215",0
829,191,979,194,632,229,101,"10,896",0
"1,311",58,315,121,322,51,139,331,0
"2,196",46,298,61,202,81,118,202,0
90,62,389,-32,480,82,167,566,0
390,39,263,562,560,642,994,"61,299",0
"1,906",59,171,70,182,78,82,425,0
215,86,514,615,793,336,384,"7,838",0
"1,900",125,758,155,699,350,349,825,0
617,194,379,426,700,467,496,"24,981",0
"1,965",35,527,187,326,98,145,238,0
619,29,352,452,"1,135",265,723,"34,853",0
309,-16,"1,422",277,659,246,436,"12,674",0
885,82,615,381,578,450,593,"22,067",0
711,128,361,23,508,325,840,"32,017",0
764,93,647,125,324,128,154,"3,080",0
"2,843",109,794,101,437,234,242,996,1
"1,583",189,"1,022",400,776,426,406,"22,459",0
318,148,573,86,894,253,"1,174","34,906",0
906,123,"1,353",460,652,991,306,"32,533",0
533,59,512,80,485,342,229,"5,930",0
"1,105",24,669,257,573,357,329,"17,205",0
"1,236",99,867,183,490,423,326,"3,951",0
269,-23,364,"1,600",668,40,408,"26,167",0
"1,668",35,478,8,356,205,121,"1,995",0
"1,727",113,784,101,310,319,136,318,0
287,159,344,214,408,200,641,"20,020",0
178,56,240,159,588,208,237,"7,159",0
448,164,567,425,"1,067",88,732,"16,213",0
797,128,235,-23,295,250,113,"1,032",0
-68,85,269,80,396,316,931,"25,421",0
690,224,293,"2,823","2,355","1,247","1,540","66,955",0
684,248,409,330,168,106,379,576,0
150,19,335,305,361,93,130,"3,203",0
607,59,517,154,754,154,142,947,0
408,40,222,"1,435","2,098",705,439,"27,078",0
36,179,282,104,"1,025",358,"1,432","41,746",0
668,71,427,87,361,204,137,"15,697",0
78,75,689,31,400,128,592,"16,868",0
"1,580",91,573,60,299,218,152,"2,899",0
255,108,340,312,697,291,"1,064","28,687",0
307,200,503,193,453,228,582,"26,151",0
"1,458",4,288,-2,284,123,154,406,0
"1,187",43,701,239,640,580,190,"3,293",0
-3,-5,376,283,735,68,650,"17,027",0
"1,164",64,381,-19,206,33,141,"1,043",0
114,24,408,-28,226,14,77,"14,125",0
"1,073",140,"1,577",155,995,155,579,"1,443",0
"1,541",58,694,148,614,178,456,810,0
433,78,665,465,798,481,275,"17,418",0
636,206,636,768,"1,211",907,436,"24,451",0
"1,115",37,520,141,619,222,350,"19,259",0
"6,574","3,906",328,833,990,"33,423",268,"19,644",0
"1,320",54,507,131,248,177,47,463,0
276,77,618,24,502,493,331,"24,807",0
"1,386",69,875,220,548,182,243,"9,309",0
"2,464",88,705,224,464,325,219,"5,047",0
897,33,474,307,445,68,820,"22,083",0
"1,554",277,"1,589",595,"2,391",730,"2,197","127,068",0
"1,383",161,"1,391",598,811,665,-295,"27,652",0
"3,768",36,"1,142",90,536,172,344,"1,045",0
228,25,385,172,269,177,172,"1,242",0
"1,107",144,559,470,658,265,245,"10,444",0
"1,514",164,434,48,355,"1,212",150,"1,081",0
461,130,772,271,414,299,92,"6,379",0
298,98,391,60,591,122,"1,336","44,436",0
"2,228",80,483,292,537,160,923,"49,904",0
278,151,782,"1,841","1,745","1,329",639,"25,533",0
274,54,324,167,461,177,772,"36,740",0
