Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
L17,2,"83,676","111,375","18,445","2,439",47,113,-44,213,77,142,269,N
L18,2,"104,176","138,960","19,760","2,188",226,551,-78,198,"5,135",496,"4,183",N
L19,2,"99,350","140,049","27,648","1,301",476,427,79,455,"10,593",136,"2,735",N
L20,2,"106,617","133,648","25,281","1,701",136,369,39,325,"8,714",407,"1,009",N
L21,2,"103,010","131,268","26,150","2,611",184,162,113,246,693,411,354,N
L22,2,"73,248","112,198","29,228",582,147,326,126,451,943,287,680,N
L23,2,"72,500","105,877","18,102","1,005",305,239,72,326,"3,046",146,392,N
L24,2,"99,079","135,669","58,965",815,418,"2,508",21,"1,537","7,022",702,"1,363",N
M1,2,"145,715","177,634","51,854",837,"1,064","1,006",51,593,"29,900",435,"7,979",N
M2,2,"140,454","165,340","35,421","2,381",508,"1,015",-126,240,"9,511",442,889,Y
M3,2,"97,782","128,750","31,709",92,436,408,51,324,"12,842",343,"3,088",N
M4,2,"102,063","159,045","63,500",215,679,879,171,495,"16,789",441,"6,497",N
M5,2,"99,308","126,354","26,943",460,149,902,53,232,"17,171",161,"1,427",N
M6,2,"97,278","131,763","44,338","2,162",413,971,-75,543,"8,513",376,389,N
M7,2,"84,716","132,670","26,129","3,730",203,286,-83,317,"2,642",805,513,N
M8,2,"96,249","120,950","18,522","2,123",292,135,50,322,632,134,317,N
M9,2,"68,820","118,701","28,367",236,397,440,-15,672,"2,579",389,823,N
M10,2,"111,072","137,598","21,598","2,496",104,178,6,200,276,222,246,N
M11,2,"67,193","106,172","23,837",351,71,356,43,441,"1,451",443,628,N
M12,2,"100,529","139,490","42,843","1,099",527,990,132,357,"13,592",71,"5,922",N
M13,2,"125,173","166,227","42,155",-198,613,738,187,606,"14,068",217,"2,447",N
M14,2,"79,749","112,727","20,341","1,084",255,187,32,258,"4,850",520,580,N
M15,2,"117,020","151,718","38,799",624,70,762,137,120,"15,712",32,"14,267",N
M16,2,"77,837","117,556","16,836","1,359",84,63,9,204,502,256,180,N
M17,2,"96,973","132,983","25,656","1,512",52,212,138,285,"1,920",308,353,N
M18,2,"91,689","125,804","33,902","1,107",142,394,148,566,"2,154",354,733,N
M19,2,"130,672","164,043","26,880","2,767",129,230,35,350,"1,663",261,357,N
M20,2,"80,016","109,758","18,791",986,221,932,108,894,381,318,"1,123",N
M21,2,"59,955","101,876","14,248","1,233",128,141,-29,157,423,108,158,N
M22,2,"90,663","120,003","17,131","1,686",59,133,16,150,369,389,231,N
M23,2,"85,542","115,965","15,876","1,687",227,363,-141,236,"2,177",272,258,N
M24,2,"117,400","159,930","44,364",-303,-22,416,69,426,"18,964",238,"5,982",N
N1,2,"85,968","119,212","24,577","1,469",307,233,57,226,772,348,408,N
N2,2,"150,948","183,260","29,854","3,870",193,175,-40,329,865,229,383,N
N3,2,"95,671","142,910","52,562",585,494,750,145,174,"16,308",111,"17,835",N
N4,2,"116,356","145,797","86,751","1,287",314,"1,033",288,"1,605","3,269",869,"2,358",N
N5,2,"106,717","142,836","30,423","4,806",138,465,230,64,"18,302",-56,"7,433",N
N6,2,"111,930","170,272","36,749","3,485",267,599,185,827,"5,140",496,"1,528",N
N7,2,"97,561","125,688","26,011","1,213",120,343,122,665,464,207,786,N
N8,2,"87,732","117,974","23,018","1,381",64,242,69,270,269,310,471,N
N9,2,"64,925","102,003","12,126","1,100",-10,76,20,135,997,146,140,N
N10,2,"92,875","126,489","61,375",72,"1,540",-84,850,-140,"30,168",621,"36,387",N
N11,2,"79,954","110,015","22,355",639,63,152,-66,282,763,140,379,N
N12,2,"85,735","115,412","25,987",723,284,479,24,374,"4,173",214,378,N
N13,2,"86,884","121,834","22,669","1,754",58,372,-31,310,"10,364",126,494,N
N14,2,"104,031","142,334","55,668",-715,545,378,-55,204,"20,662",295,"9,306",N
N15,2,"132,753","171,898","59,910","4,683",695,"4,717",21,687,"12,520","1,455",665,Y
N16,2,"106,487","136,506","28,108","3,384",28,233,47,252,834,162,428,N
N17,2,"81,117","117,998","16,400","1,153",100,83,-5,189,113,145,162,N
N18,2,"99,326","128,158","51,277",590,797,769,30,998,"5,956",567,"1,925",N
N19,2,"74,912","107,727","33,510","1,326",206,310,16,589,"1,204",293,601,N
N20,2,"131,705","159,283","42,234","4,323",895,"3,487",20,335,"13,044","1,721",973,N
N21,2,"141,763","185,430","92,019",-434,"1,563",883,-21,"1,586","19,111",20,"18,329",N
N22,2,"71,726","104,132","17,300",-535,"1,883",344,-2,285,"25,693",180,596,N
N23,2,"124,725","153,915","36,980",716,640,703,107,332,"20,308",413,"3,073",N
N24,2,"92,077","131,651","37,252","2,479",159,"2,634",195,"1,169","4,434",648,"1,119",Y
O1,2,"101,686","129,548","20,333","2,686",322,480,129,263,"10,434",35,582,N
O2,2,"116,216","161,090","78,104",73,648,480,88,917,"15,192",448,"3,027",N
O3,2,"134,952","179,921","43,318",-853,691,"1,016",12,380,"18,103",381,"7,234",N
O4,2,"100,635","123,878","28,411","1,709",107,144,44,184,107,566,325,N
O5,2,"89,973","118,960","16,719","1,212",80,288,18,267,"2,755",251,256,N
O6,2,"80,855","112,798","18,194","2,348",301,449,-6,306,"8,813",147,237,N
O7,2,"100,627","138,847","34,199","2,410",541,"1,107",161,888,"7,099",245,863,N
O8,2,"83,405","108,884","16,315","1,853",198,118,-4,171,"1,799",354,190,N
O9,2,"111,735","134,037","30,761","3,235",110,153,72,270,517,480,326,N
O10,2,"79,018","110,048","13,047",887,70,96,-16,187,640,188,216,N
O11,2,"105,411","156,256","70,182",-979,-43,485,154,402,"30,800",200,"14,569",N
O12,2,"89,295","140,633","29,352","2,697",127,171,-12,247,"1,236",429,271,N
O13,2,"91,432","138,004","33,050",728,-226,773,60,543,"17,948",76,"4,213",N
O14,2,"159,380","193,640","56,000",319,-403,"1,255",208,638,"49,608",718,"2,163",N
O15,2,"146,334","191,527","44,957","2,989","1,429","1,124",49,228,"29,701",463,"10,982",N
O16,2,"96,746","126,201","18,194",623,563,266,237,131,"16,405",424,"4,381",N
O17,2,"105,417","151,888","31,936","3,170",294,692,198,-67,"19,538",45,"10,109",N
O18,2,"72,679","125,120","35,135","1,961",259,883,99,693,"4,854",771,"1,513",Y
O19,2,"104,508","136,446","22,684","1,084",-15,162,79,177,648,407,309,N
O20,2,"88,979","121,616","29,321","2,066",264,259,17,375,"2,984",355,426,N
O21,2,"115,348","167,233","57,170","1,117",520,740,187,160,"24,072",517,"12,659",N
O22,2,"78,946","120,905","41,331","1,142",290,442,89,548,"2,502",489,808,N
O23,2,"65,755","103,299","12,163",810,99,164,26,125,"1,323",230,139,N
O24,2,"105,029","145,399","36,913",-74,-27,561,-162,132,"14,351",209,"7,573",N
P1,2,"118,055","173,951","54,630",370,167,610,80,541,"14,943",215,"6,117",N
P2,2,"76,924","110,204","22,704","1,830",101,327,-19,200,"1,003",667,184,N
P3,2,"84,200","113,899","15,278","1,141",254,166,4,180,"1,875",160,290,N
P4,2,"95,825","149,460","50,885",-881,169,526,539,317,"29,974",382,"5,381",N
P5,2,"98,026","131,353","48,479","1,169",131,271,10,416,451,523,566,N
P6,2,"76,132","109,263","16,602","1,646",118,116,29,172,85,177,232,N
P7,2,"77,765","142,279","45,800",552,295,497,92,367,"13,416",258,"8,864",N
P8,2,"100,989","139,013","33,540","3,696",656,611,263,51,"21,736",-189,"9,487",Y
P9,2,"124,331","168,839","33,363","3,618",805,786,-14,-127,"11,001",47,"20,341",N
P10,2,"92,213","121,097","19,017","2,660",159,227,-66,195,"2,823",636,253,N
P11,2,"98,614","128,717","28,452","1,559",216,223,27,357,189,186,389,N
P12,2,"100,030","132,532","23,639",623,232,275,114,381,"1,956",314,860,N
P13,2,"106,616","137,844","18,908","2,066",116,199,112,262,41,254,349,N
P14,2,"76,952","117,703","20,767",971,132,389,-19,461,"1,255",87,437,N
P15,2,"90,002","126,825","30,148",-768,290,416,-45,66,"21,736",62,"5,434",N
P16,2,"70,195","113,074","35,052",-103,95,489,600,800,"10,487",169,362,N
P17,2,"87,547","114,306","16,726","1,425",215,155,47,256,"1,700",178,465,N
P18,2,"79,361","122,432","35,071",845,455,"1,146",98,651,"5,722",283,565,N
P19,2,"83,177","112,817","23,650",393,230,243,205,170,"4,992",25,"1,080",N
P20,2,"83,424","111,733","16,993","1,715",-11,65,-36,97,607,187,136,N
P21,2,"86,358","127,384","41,247","1,421",134,597,-50,830,"2,361",268,815,N
P22,2,"87,989","131,295","21,260",412,519,632,117,"1,075","2,286",335,"1,636",N
P23,2,"95,412","145,783","53,683","3,247",618,"1,345",298,"1,094","21,318",727,"1,466",N
P24,2,"102,272","135,777","44,520","1,049",452,"1,036",185,"1,210","3,030",517,"1,414",N
