Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
L4,2,"100,565","134,844","14,207","1,852",617,671,-89,173,"11,207",217,"1,511",N
L5,2,"117,152","139,878","35,703","1,263",401,307,60,395,"1,870",478,681,N
L6,2,"102,694","137,271","24,589","2,840",479,424,57,242,"13,469",393,"2,222",N
L7,2,"85,992","116,873","29,044","2,820",255,482,207,799,"3,266",435,"1,133",N
L8,2,"104,483","142,913","16,464","1,134",486,357,59,179,"10,656",297,880,N
L9,2,"121,722","153,917","26,768","4,291",119,466,420,304,"7,177",652,811,N
L10,2,"101,425","138,918","42,546","1,523",406,277,107,518,"3,272",451,780,N
L11,2,"81,136","114,823","16,798","2,806",192,152,-8,212,"2,015",531,287,N
L12,2,"60,819","115,450","27,783","2,175",286,460,242,813,"6,291",448,826,N
L13,2,"116,147","143,657","21,309","1,003",421,375,46,263,"8,949",91,"1,874",N
L14,2,"77,076","111,821","17,810","1,323",312,171,-6,292,"3,890",428,212,N
L15,2,"83,465","133,397","49,046","4,829",715,"1,074",448,733,"6,951","1,050","1,092",N
L16,2,"96,431","126,685","33,982","1,946",350,291,11,464,"1,218",570,392,N
L17,2,"115,925","160,361","21,293","2,163",531,888,153,275,"10,443",153,422,N
L18,2,"92,761","134,588","16,464","1,959",564,415,-189,357,"13,803",228,"1,380",N
L19,2,"109,759","149,103","34,264",101,987,817,186,721,"14,266",552,"2,115",N
L20,2,"82,928","115,878","13,998","2,209",199,176,65,173,"1,418",334,251,N
L21,2,"101,389","158,659","31,319","1,198",80,649,164,488,"3,400",790,"2,073",N
L22,2,"86,404","122,652","17,509","1,346",265,640,37,206,"7,311",287,227,N
L23,2,"114,383","144,871","17,464",888,562,552,-33,299,"16,046",325,"1,296",N
L24,2,"96,604","125,427","16,231",-173,894,309,96,68,"14,787",146,"1,649",N
M1,2,"75,014","112,056","42,332",-836,532,581,316,"1,153","17,077",235,"11,293",N
M2,2,"105,145","149,666","39,304",423,823,779,171,334,"15,857",144,"9,955",N
M3,2,"116,284","155,705","23,315",-703,732,587,119,285,"18,014",593,"1,920",N
M4,2,"80,533","111,598","18,444",651,259,171,32,248,"3,010",165,274,N
M5,2,"120,153","176,567","82,273","-1,235",727,305,65,-401,"34,153",76,"31,560",N
M6,2,"87,905","139,924","48,029",136,"1,168",639,588,"1,096","16,142",434,"4,550",N
M7,2,"99,511","143,922","18,870","2,098",498,401,29,199,"10,613",385,"3,198",N
M8,2,"80,531","111,689","15,130",999,108,90,-82,122,"1,096",310,202,N
M9,2,"103,299","153,743","44,921",205,601,"1,235",281,420,"19,262",295,"8,778",N
M10,2,"83,886","135,444","18,632","3,173",414,452,-8,237,"8,213",512,943,N
M11,2,"132,076","165,593","21,366","1,885",621,581,-125,167,"12,118",430,"2,208",N
M12,2,"106,734","133,034","24,158",218,534,297,181,17,"13,445",240,"5,879",N
M13,2,"99,868","147,712","22,806",-221,334,"1,082",35,346,"17,484",435,835,N
M14,2,"95,500","129,924","20,012",259,"1,045",210,-25,27,"20,441",169,"4,489",N
M15,2,"143,510","184,685","48,368",-164,"1,015",545,129,583,"16,631",672,"10,542",N
M16,2,"89,993","133,488","18,527","1,731",365,504,115,144,"13,432",388,"3,128",N
M17,2,"98,899","123,257","15,973","3,900",59,246,38,264,962,269,255,N
M18,2,"101,231","143,974","22,171","1,668",213,327,315,18,"21,292",115,"8,698",N
M19,2,"109,681","141,439","33,630","2,801",272,262,44,299,"8,626",541,360,N
M20,2,"110,263","144,582","18,232","2,228",361,593,23,298,"9,169",325,"1,515",N
M21,2,"83,181","123,605","13,159","1,029",230,427,144,239,"7,381",203,244,N
M22,2,"78,673","141,289","25,968","2,043",374,578,51,336,"10,748",176,"4,577",N
M23,2,"88,326","130,305","14,422","1,715",486,346,-65,136,"7,993",394,922,N
M24,2,"116,857","147,352","36,817","1,344",420,587,33,544,"6,619",562,557,N
N1,2,"72,899","104,611","11,693","1,534",5,18,23,109,218,293,189,N
N2,2,"95,889","133,081","25,479",913,808,877,221,513,"17,985",196,"2,208",N
N3,2,"84,801","119,458","31,318","3,139",365,"1,349",180,966,"5,576",740,"1,172",N
N4,2,"88,050","118,343","25,853","1,059",208,156,103,242,"3,855",196,326,N
N5,2,"94,517","146,927","30,178","1,431",206,278,28,359,"1,322",339,339,N
N6,2,"91,910","122,663","29,439","1,188",507,474,9,704,"4,489",531,"1,088",N
N7,2,"78,624","116,857","17,505",713,127,222,-30,310,837,286,415,N
N8,2,"124,687","152,635","24,372","3,508",277,745,110,398,"2,104",584,"2,820",N
N9,2,"114,409","170,342","24,663","2,863",752,750,-62,97,"11,634",444,"7,095",N
N10,2,"95,241","125,846","21,431","2,071",367,295,134,332,"6,060",356,374,N
N11,2,"87,414","146,617","24,995","3,971",267,277,30,172,"8,475",757,"1,072",N
N12,2,"85,554","119,082","30,893",669,192,358,-26,713,"1,916",410,914,N
N13,2,"66,261","99,870","11,389",880,220,75,-34,112,"1,320",261,142,N
N14,2,"75,360","115,782","20,571",536,130,364,74,612,"5,429",387,765,N
N15,2,"87,457","122,331","31,481",294,247,443,64,548,"8,184",333,"1,665",N
N16,2,"80,645","113,173","14,955",67,230,153,126,182,"5,559",163,448,N
N17,2,"151,638","201,790","96,850","4,803","1,833","2,392",296,699,"36,312","1,715","12,249",N
N18,2,"75,588","109,626","14,427","1,027",191,145,70,122,"2,191",296,145,N
N19,2,"124,984","165,795","35,699","1,882",989,545,-27,529,"13,036",313,"8,688",N
N20,2,"120,864","173,450","22,536","4,223",169,198,63,350,113,649,508,N
N21,2,"72,536","115,002","19,407",551,298,288,95,-45,"2,946",-374,"15,848",N
N22,2,"117,005","155,120","26,207","2,033",480,565,176,670,"5,198",436,"1,749",N
N23,2,"113,209","163,843","36,026",545,571,788,337,691,"13,545",238,"1,591",N
N24,2,"86,353","119,189","13,730","1,186",141,223,129,168,"2,842",209,701,N
O1,2,"77,655","140,531","40,145",367,491,963,28,558,"5,325",283,"2,995",N
O2,2,"85,486","143,795","54,608",208,741,954,222,"1,547","11,327",523,"1,914",N
O3,2,"82,471","117,834","17,728","1,246",143,34,-7,126,"2,060",247,229,N
O4,2,"114,676","167,466","55,460","3,455",327,686,17,275,"9,508",708,"12,682",N
O5,2,"125,071","155,720","28,681","3,083",-92,514,196,253,"8,696",414,"2,233",N
O6,2,"117,871","156,433","66,668",-960,"1,011",688,63,305,"14,600",357,"8,680",N
O7,2,"96,985","124,667","19,773","1,869",79,237,113,230,"1,159",458,285,N
O8,2,"64,473","100,487","12,318",624,15,59,-16,143,167,234,119,N
O9,2,"101,622","159,751","24,653","1,532",685,478,5,201,"16,911","1,005","3,294",N
O10,2,"83,240","113,120","16,093",-304,693,200,353,-58,"28,089",149,"5,003",N
O11,2,"92,555","148,273","32,272","2,267",370,851,268,667,"7,197",434,694,N
O12,2,"94,134","138,745","67,955",-719,"1,253",509,419,665,"28,040",365,"13,413",N
O13,2,"105,492","146,987","34,943",849,844,312,21,94,"28,039",250,"7,068",N
O14,2,"112,771","152,773","45,659","2,449",926,"1,205",114,506,"15,603",451,"2,303",N
O15,2,"108,626","147,729","35,212","1,492",833,802,-1,381,"20,950",541,905,N
O16,2,"78,409","108,270","14,057","1,723",189,226,-18,132,"2,219",138,271,N
O17,2,"86,075","122,766","23,793","1,298",160,215,54,277,725,307,331,N
O18,2,"76,726","121,036","50,839",-152,"1,179",665,"2,216","1,530","16,579",318,"2,726",N
O19,2,"130,358","160,378","27,896",356,804,821,343,343,"18,884",627,"1,690",N
O20,2,"122,029","154,687","23,228","1,339",708,901,68,341,"18,986",810,"1,032",N
O21,2,"109,139","136,093","21,345","1,513",316,536,73,394,"6,913",337,803,N
O22,2,"94,646","129,623","20,596",926,371,507,19,96,"10,060",181,"3,087",N
O23,2,"76,252","121,372","24,991","2,183",262,347,49,344,"2,345",395,744,N
O24,2,"89,645","127,116","26,857","1,648",417,303,84,354,"7,504",277,498,N
P1,2,"105,096","149,678","24,841","1,379",714,428,138,368,"13,425",30,"5,596",N
P2,2,"70,293","130,262","34,654",660,204,518,147,"1,075",162,295,"1,382",N
P3,2,"112,097","154,300","32,293","5,287",229,360,116,406,306,565,528,N
P4,2,"86,774","127,638","14,621",-971,783,614,145,127,"16,333",175,"3,272",N
P5,2,"101,507","151,104","15,539",19,785,658,-56,132,"10,210",127,"4,108",N
P6,2,"78,845","119,643","18,110",956,107,250,10,344,475,218,546,N
P7,2,"101,334","152,580","26,708","1,397",754,853,146,122,"21,021",211,"6,109",N
P8,2,"82,385","113,304","14,773","1,300",195,160,76,153,"1,486",225,179,N
P9,2,"121,930","174,301","44,076","-1,079",495,459,158,531,"21,163",289,"5,229",N
P10,2,"95,395","148,401","27,423","2,968",279,241,125,313,"2,201",390,466,N
P11,2,"139,076","190,218","70,615","4,286",850,"1,138",516,895,"21,261",924,"5,699",N
P12,2,"97,398","135,519","25,306",742,"1,434","1,040",611,665,"16,774",320,791,N
P13,2,"77,122","119,971","26,527","1,020",408,746,46,255,"4,326",251,267,N
P14,2,"93,945","126,871","16,977","2,164",853,306,90,124,"9,957",107,"3,815",N
P15,2,"79,757","144,129","25,357","1,539",735,492,210,91,"25,907",427,"4,916",N
P16,2,"85,071","117,395","16,774","3,517",135,466,102,383,"4,957",332,532,N
P17,2,"97,760","142,919","24,588","2,155",183,545,5,149,"10,789",584,"2,581",N
P18,2,"95,825","126,562","26,308",882,516,399,71,368,"10,953",264,918,N
P19,2,"110,427","151,235","27,237",-28,610,763,68,65,"19,583",128,"7,404",N
P20,2,"104,123","149,093","25,144","1,314",918,398,-24,324,"13,979",338,"3,377",N
P21,2,"101,577","137,243","38,002",-658,571,614,197,748,"20,149",380,"3,142",N
P22,2,"82,693","120,067","20,895","1,421",621,394,-3,118,"9,964",280,"5,963",N
P23,2,"94,013","135,974","23,919","1,826",589,533,199,180,"12,475",16,"7,394",N
P24,2,"91,183","123,395","30,447",486,707,692,105,943,"6,619",276,"1,563",N
