Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
B10,5,"77,293","124,959","29,870",985,48,324,46,424,"1,403",309,678,N
B11,5,"57,518","111,663","45,565",187,127,921,40,"1,581","3,933",297,"5,953",N
B12,5,"155,170","178,229","37,311","4,007",105,743,40,682,583,171,"1,783",N
B13,5,"105,172","115,579","32,451",420,-130,318,48,495,"2,942",174,"15,629",N
B14,5,"94,163","121,790","23,677",877,-12,256,39,375,"1,377",263,"3,644",N
B15,5,"113,201","156,322","65,232","2,072",101,"1,130",357,"1,468","3,418",521,"10,716",N
B16,5,"123,222","150,519","36,764",861,90,411,112,601,"1,642",190,998,N
B17,5,"99,029","149,981","78,744","1,279",67,858,30,"1,560","4,279",377,"14,618",N
B18,5,"102,083","160,623","90,332","1,529",133,"1,335",17,"2,240","2,957",274,"7,355",N
B19,5,"99,909","129,089","74,651","3,721",173,"1,213",49,"1,152",735,935,"1,091",N
B20,5,"112,928","141,039","41,449","4,028",98,874,192,"1,213","2,221","1,140","2,828",Y
B21,5,"159,260","210,407","128,676","3,848",427,977,604,"2,088","14,117",653,"7,372",N
B22,5,"89,727","145,369","80,321","3,276",137,842,7,"1,197","1,356",710,"6,945",N
B23,5,"109,159","118,995","26,422","3,207",63,415,38,498,938,469,"1,352",N
B24,5,"80,530","125,433","43,802","2,010",58,666,171,819,"2,824",405,"4,425",N
C1,5,"82,008","142,677","49,361",742,210,565,125,"1,059","7,831",95,"4,927",N
C2,5,"103,785","148,466","34,947","3,161",98,706,81,878,"1,650",170,"4,447",N
C3,5,"56,376","114,767","27,961",989,51,331,130,417,"1,128",164,660,N
C4,5,"85,776","120,941","33,203","1,050",32,453,218,370,"2,252",347,960,N
C5,5,"74,885","123,590","63,558","4,245",68,"1,298",227,"1,668","3,383",585,"19,134",N
C6,5,"97,308","139,545","26,584","3,547",107,388,38,684,"1,444",184,"5,773",N
C7,5,"141,691","183,389","66,172","8,497",105,"1,129",-33,"1,265","2,000","1,132","3,566",N
C8,5,"97,342","132,359","30,749","3,439",88,544,-10,412,"1,040",437,"1,737",N
C9,5,"167,979","186,898","48,471","4,282",203,974,211,"1,270",807,806,"2,186",N
C10,5,"101,694","150,341","83,225",554,253,"1,077",85,"1,916","2,797",522,"13,097",N
C11,5,"76,139","140,224","53,442","2,946",246,465,109,608,"7,986",391,"1,604",N
C12,5,"87,273","137,290","70,047","1,796",204,960,130,"1,712","3,212",320,"6,328",N
C13,5,"99,839","139,642","70,021","3,212",178,984,21,"1,185","1,825",409,"2,176",N
C14,5,"70,714","117,735","49,401","1,844",145,618,-8,840,"7,369",334,"2,340",N
C15,5,"112,698","151,261","105,477","6,393",342,"1,795",271,"3,094",959,"1,202","4,697",N
C16,5,"74,599","104,542","39,609","6,498",153,845,96,"1,041","1,593",674,"3,027",N
C17,5,"97,416","133,836","51,601","1,009",108,"1,146",37,"1,099","2,784",443,787,N
C18,5,"51,974","88,086","5,922",347,-1,35,51,47,177,30,119,N
C19,5,"31,134","76,879","18,820",468,83,402,634,"1,338",816,239,"1,027",N
C20,5,"113,860","131,604","40,679","1,674",53,546,-34,397,"2,011",385,482,N
C21,5,"123,298","179,773","89,660","3,820",180,720,34,"1,109","2,864",573,"9,164",N
C22,5,"85,104","141,389","70,379","2,218",355,"1,740",206,"2,104","3,256",999,"2,295",N
C23,5,"122,177","138,812","62,726","1,881",100,524,14,786,"1,213",445,642,N
C24,5,"103,836","150,620","65,577","3,102",203,666,291,"1,179","2,566",651,"3,942",N
D1,5,"101,178","160,829","56,500","1,139",115,"1,152",98,"1,547","3,998",292,"9,504",N
D2,5,"73,541","118,351","27,727",420,61,406,18,680,"3,279",147,"5,389",N
D3,5,"103,357","154,532","69,277","1,530",112,"1,242",115,"2,088","4,146",393,"4,797",N
D4,5,"158,239","206,227","87,609","4,153",284,"2,609",200,"2,767","1,249",778,"2,834",N
D5,5,"101,997","131,187","63,467","2,801",149,902,-12,981,403,334,848,N
D6,5,"97,835","147,838","59,688",420,314,776,46,"1,508","6,902",329,"7,248",N
D7,5,"54,805","87,208","30,280","1,386",86,248,342,137,660,243,"1,738",N
D8,5,"115,932","128,598","59,770",649,292,644,196,903,"2,852",317,"10,517",N
D9,5,"92,372","128,879","30,231","2,909",12,176,5,76,529,774,"1,093",N
D10,5,"82,834","128,819","65,893","1,663",225,753,-6,"1,137","2,696",415,"5,098",N
D11,5,"97,853","142,883","51,509","2,642",144,552,161,751,537,976,"2,217",N
D12,5,"97,936","139,511","30,305","2,471",92,325,-14,350,"1,952",178,264,Y
D13,5,"105,767","155,996","34,734","3,121",167,655,-8,931,"1,367",319,"2,190",N
D14,5,"94,726","151,535","65,453",753,85,"1,554",211,"2,208","8,105",469,"2,860",N
D15,5,"56,440","110,450","45,396","3,633",162,694,5,768,"1,792",657,"3,741",N
D16,5,"150,028","193,438","103,970","3,151",783,"1,219",171,"1,806","3,486","1,116","3,456",N
D17,5,"82,925","132,615","61,830",148,75,570,153,"1,432","4,066",328,"3,494",N
D18,5,"95,214","139,378","77,048","2,927",72,958,66,775,836,547,"1,416",N
D19,5,"94,731","123,543","48,661","1,940",72,743,175,"1,244","4,903",116,"23,707",N
D20,5,"71,228","110,311","40,854",203,27,606,79,753,"2,856",214,"1,020",N
D21,5,"84,439","132,937","29,319","1,414",31,509,87,504,"2,277",174,"3,473",N
D22,5,"65,629","92,975","21,961",84,43,225,14,170,460,93,219,N
D23,5,"109,772","136,168","43,445","1,028",14,831,184,885,"3,432",97,"7,788",N
D24,5,"106,596","162,462","52,499","1,440",38,959,51,"1,107",888,339,"1,083",N
E1,5,"157,230","187,979","61,403","3,214",176,889,125,"1,187","1,493",310,"4,217",N
E2,5,"93,351","123,550","39,246","1,618",166,754,121,"1,306","1,701",475,"1,435",N
E3,5,"136,083","181,064","83,076","6,363",156,672,247,807,"1,618",449,793,N
E4,5,"131,456","163,171","115,064","4,280",126,988,253,"2,244","3,185",559,"10,001",N
E5,5,"93,102","118,598","23,433",578,119,272,13,260,"1,230",95,"4,403",N
E6,5,"110,239","123,731","52,121",949,33,750,84,655,"2,445",234,"1,346",N
E7,5,"92,405","129,620","29,248","3,520",62,538,55,723,"1,232",659,"1,208",N
E8,5,"123,006","156,430","46,224","7,375",88,932,12,"1,038",573,898,"3,954",N
E9,5,"81,023","129,961","65,528","2,391",147,"1,106",44,"2,206","2,036",527,"2,023",N
E10,5,"137,748","161,207","111,005",804,96,997,257,"1,537","6,721",656,"11,119",N
E11,5,"115,404","162,994","84,595","1,145",266,"1,029",163,"1,608","3,942",380,"11,533",N
E12,5,"82,522","124,046","67,040","1,892",170,784,137,"1,128","1,545",479,"1,573",N
E13,5,"84,062","107,489","20,375",548,74,829,49,"1,032","1,955",177,"2,500",N
E14,5,"131,437","154,061","47,673","3,094",129,831,100,939,275,892,"1,049",Y
E15,5,"131,646","170,115","86,104","5,265",148,"1,066",131,"1,834","1,101","1,059","7,138",N
E16,5,"87,177","133,921","64,098","1,165",231,893,-11,"1,802","4,577",338,"5,126",N
E17,5,"98,560","153,476","88,947","3,975",164,"1,524",375,"2,122","4,481",401,"1,626",N
E18,5,"104,504","131,475","28,329","1,233",-22,209,133,413,"1,996",97,"10,684",N
E19,5,"117,262","138,259","28,949","4,195",94,470,138,444,"1,802",533,"2,146",N
E20,5,"90,444","112,311","28,288",180,87,437,-37,626,"2,267",199,"1,638",N
E21,5,"83,332","126,371","34,113",228,110,510,-74,419,"4,458",184,674,N
E22,5,"107,434","144,822","61,284","2,312",25,580,60,512,"1,509",439,434,N
E23,5,"75,412","116,895","55,377",202,138,381,73,727,"4,104",360,"5,129",N
E24,5,"65,759","119,814","57,439",531,104,890,44,861,"3,441",327,"2,981",N
F1,5,"96,260","141,328","45,442","6,849",32,912,339,809,"1,718",411,624,N
F2,5,"125,661","137,789","31,609","1,882",51,745,42,475,"2,881",136,"5,165",N
F3,5,"118,404","171,515","66,607","7,811",350,951,223,"1,378","1,710","1,755","6,968",N
F4,5,"149,646","172,150","55,835","2,055",205,595,-70,900,"2,883",-31,"7,241",N
F5,5,"45,469","82,974","3,849",263,39,35,-11,13,"2,075",36,527,N
F6,5,"76,396","105,475","29,119",979,254,"1,623",118,"1,744",317,357,"1,983",N
F7,5,"112,511","157,641","50,675","3,537",125,680,29,630,"1,251",565,"2,300",N
F8,5,"166,331","211,352","74,156","4,897",199,991,64,"1,324","3,778","5,841","6,836",Y
F9,5,"34,391","83,914","13,663","1,123",55,168,282,657,624,153,"1,144",N
F10,5,"114,371","117,658","88,157","7,961",147,"1,116",57,"1,223","2,523",764,"6,880",N
F11,5,"112,372","151,409","53,439","1,437",139,689,-24,"1,060","2,436",363,973,N
F12,5,"132,565","172,062","72,022","1,983",77,852,-2,"1,634","2,983",502,"4,243",N
F13,5,"76,535","113,786","37,934",760,111,313,66,372,"2,509",147,333,N
F14,5,"69,201","95,907","11,281","2,335",39,172,51,164,425,352,"2,643",N
F15,5,"94,198","118,812","51,470",703,210,836,178,"1,624","3,579",367,"5,640",N
F16,5,"90,453","148,540","41,627","3,409",84,678,405,628,"1,791","1,044","3,369",N
F17,5,"69,416","95,936","43,850",488,184,516,590,587,"3,476",193,"7,292",N
F18,5,"73,829","123,531","32,989",869,34,319,-34,551,"4,980",179,"3,275",N
F19,5,"74,203","119,692","32,554","1,037",173,937,100,"1,031","3,141",272,"1,036",N
F20,5,"108,490","158,380","36,124","4,023",40,522,49,871,"1,060",492,"1,654",N
F21,5,"80,010","126,824","33,810",763,134,367,-9,456,"1,862",153,535,N
F22,5,"89,950","142,209","72,323","3,700",249,"1,056",97,"1,708","5,801",665,"2,437",N
F23,5,"107,555","125,349","29,910",105,-5,300,-47,231,"1,889",100,"1,697",N
F24,5,"140,107","150,422","68,747","3,207",213,610,206,766,886,480,"1,086",N
G1,5,"125,313","143,643","30,560","3,021",128,942,135,645,"4,268",16,"5,212",N
G2,5,"98,367","149,600","48,374","2,264",39,470,49,735,734,575,"1,717",N
G3,5,"110,417","148,093","42,281","5,552",202,584,108,681,"2,706",264,"11,145",N
G4,5,"96,222","139,043","74,927",347,146,"1,476",87,"1,481","7,799",448,"8,924",N
G5,5,"111,735","168,558","49,560","6,567",316,781,275,"1,006","2,054",586,"3,438",N
G6,5,"113,233","145,481","89,117",555,145,875,267,"1,716","3,366",358,"2,822",N
G7,5,"92,255","151,136","76,762","6,212",172,"1,151",67,"1,398","3,477",905,"2,022",N
G8,5,"100,384","147,599","94,183","1,126",176,"1,190",53,"1,000","3,820",492,"1,124",N
G9,5,"85,916","142,344","60,506","1,486",125,871,-27,"1,299","3,369",235,"10,186",N
G10,5,"177,241","208,821","127,802","2,322",222,"1,287",188,"1,725","2,077","1,000","4,319",Y
G11,5,"67,907","124,545","36,586",400,110,408,-18,704,"12,984",132,"2,539",N
G12,5,"93,110","124,268","64,209","3,189",134,851,-13,994,818,"1,047","1,735",N
G13,5,"100,785","129,694","52,375","5,019",183,603,13,640,"2,137","1,003","5,249",N
G14,5,"76,576","112,682","51,611",331,110,387,-23,"1,008","3,673",232,"3,220",N
G15,5,"89,416","135,319","39,405",309,53,432,1,495,"2,587",219,"6,010",N
G16,5,"191,681","208,280","84,613","2,760",106,864,409,"2,588","1,627",662,"1,264",N
G17,5,"86,565","137,398","61,530","3,955",218,664,-18,770,"1,885","1,051","7,956",N
G18,5,"106,620","136,341","66,198",250,160,746,157,"1,507","3,972",404,"1,435",N
G19,5,"87,364","125,890","35,030",713,64,800,-43,"1,039","1,410",257,"2,346",N
G20,5,"122,267","145,989","26,999","2,813",175,459,146,426,"5,822",563,"6,255",N
G21,5,"72,849","130,426","62,894","1,857",295,"1,765",261,"1,026","2,218",670,"1,524",N
G22,5,"121,235","173,326","80,615","3,941",189,"1,266",-1,"1,595","5,347",409,"2,870",N
G23,5,"79,770","119,769","54,956","1,567",84,457,80,574,975,566,"3,252",N
G24,5,"109,830","161,810","71,176","3,853",264,"1,121",254,"1,375","1,665",767,"3,822",N
H1,5,"102,507","134,768","26,720","3,767",104,582,11,445,"2,485",388,880,N
H2,5,"117,395","168,207","65,120","6,848",162,"1,195",258,"1,547","1,192",680,"1,552",N
H3,5,"99,144","122,223","77,471","2,240",166,822,"5,105","2,776","4,667",755,"5,481",N
H4,5,"99,621","134,265","40,570","2,471",79,426,-3,569,"1,158",756,"1,530",Y
H5,5,"91,891","123,304","46,170",482,61,504,124,"1,039","2,924",48,"4,496",N
H6,5,"98,537","132,616","41,058","1,170",114,384,207,828,"4,287",128,"6,274",N
H7,5,"103,664","134,880","24,591",739,26,455,78,357,"3,424",62,"8,091",N
H8,5,"133,721","183,984","69,671","5,849",50,"1,099",140,"1,624","1,940","1,632","2,946",N
H9,5,"90,240","113,534","44,753",281,135,"1,146",38,"1,059","2,733",146,"1,267",N
H10,5,"89,758","146,682","47,230",579,98,641,69,"1,107","1,647",230,"13,007",N
H11,5,"101,160","128,513","90,134",518,247,836,151,"1,911","4,441",405,"7,927",N
H12,5,"95,953","132,885","70,908","1,256",457,974,139,"1,935","2,379",679,"2,128",N
H13,5,"48,105","93,641","25,334","1,324",37,285,672,"1,609","1,895",98,"1,091",N
H14,5,"82,004","103,606","16,270","2,048",40,497,21,266,690,196,314,N
H15,5,"86,512","127,100","53,800","4,948",109,"1,315",689,"1,085",405,"1,081","2,826",N
H16,5,"88,773","136,170","41,197","2,629",178,627,46,"1,123","2,764",679,"7,245",N
H17,5,"115,246","161,091","54,340","2,492",178,686,283,721,"2,160",184,"4,250",N
H18,5,"75,213","114,554","32,236","2,377",21,407,85,374,476,580,"3,492",N
H19,5,"78,512","112,119","39,527",207,76,625,-22,894,"5,068",295,"1,436",N
H20,5,"65,866","108,974","33,893",1,56,632,61,"1,557",884,-270,"13,886",N
H21,5,"102,774","130,553","44,695","1,521",62,912,26,"1,135","3,859",554,"1,148",N
H22,5,"136,121","172,071","82,227","1,273",212,"1,015",37,"1,091","3,229",469,"1,092",N
H23,5,"80,520","140,899","59,131","1,348",146,894,-89,"1,157","2,680",421,"7,762",N
H24,5,"79,000","127,054","71,929",195,122,922,221,"2,146","3,002",173,"14,524",N
I1,5,"90,288","132,943","56,737",336,86,656,76,812,"3,696",274,"4,655",N
I2,5,"65,007","107,783","46,617",361,114,574,31,"1,188","1,892",142,"7,310",N
I3,5,"80,434","120,268","40,411","1,412",38,464,41,506,"5,228",220,477,N
I4,5,"106,463","139,321","40,823","2,217",27,993,1,776,"2,562",315,765,N
I5,5,"91,994","122,030","38,304",261,123,560,5,415,"1,815",177,"6,174",N
I6,5,"88,100","124,335","35,031","1,375",128,618,114,575,"2,175",268,"4,068",N
I7,5,"92,528","142,946","49,459","1,593",167,860,16,"1,463","1,330",685,"1,070",N
I8,5,"117,985","154,621","45,499","2,706",89,573,169,957,971,469,"2,945",N
I9,5,"89,228","125,003","47,673",236,55,567,21,917,"1,495",261,"1,113",N
I10,5,"83,494","133,486","56,990","2,754",194,875,59,935,"1,172","1,070","1,745",N
I11,5,"142,464","148,531","85,094",567,60,621,154,"1,001","3,633",220,"14,452",N
I12,5,"71,949","108,723","48,280",705,285,826,155,"1,440","2,149",308,"1,236",N
I13,5,"84,414","116,523","42,821",247,29,"1,102",306,"1,678","2,399",169,"3,645",N
I14,5,"89,322","132,945","32,555","2,637",121,429,146,638,"3,003",258,"3,487",N
I15,5,"146,057","170,654","130,479","3,207",271,"1,070",761,"2,314","3,306",339,"12,523",N
I16,5,"75,877","116,717","36,302",614,157,"1,278",30,"1,751","1,719",401,"5,381",N
I17,5,"122,809","132,939","43,623","2,138",37,760,54,"1,028","2,787",592,"1,238",N
I18,5,"100,578","139,270","48,152","6,028",118,880,71,751,"4,653",314,944,N
I19,5,"69,847","123,920","47,109",189,396,"1,421",11,"1,287","4,318",282,"3,763",N
I20,5,"93,660","125,490","38,989",307,180,982,-4,"1,268","1,903",315,"1,509",N
I21,5,"102,632","151,534","44,761","3,682",-30,667,10,892,"1,293",735,"13,409",N
I22,5,"87,267","131,005","34,712",678,101,734,-52,521,"2,968",277,"1,746",N
I23,5,"98,941","158,301","88,119","2,746",293,"1,151",270,"2,267","1,335","1,469","2,019",N
I24,5,"124,044","152,506","42,931","2,267",202,599,16,726,"1,044",719,"3,134",N
J1,5,"86,244","131,029","31,446",885,86,481,14,533,"3,576",-97,"5,387",N
J2,5,"120,142","164,845","105,147","2,967",124,"1,252",-12,771,"6,249",402,963,N
J3,5,"100,283","159,067","79,213","1,628",220,"1,508",71,"1,529","5,895",641,"4,068",N
J4,5,"86,764","143,641","67,644",976,167,811,83,"1,115",994,357,"2,875",N
J5,5,"32,428","95,020","16,446",4,25,110,21,238,57,97,245,N
J6,5,"96,876","121,941","38,948","1,932",72,638,-33,792,"3,210",254,742,N
J7,5,"98,387","126,175","56,232",249,157,589,12,838,"3,839",195,"8,756",N
J8,5,"94,396","125,623","32,468","1,487",135,702,25,"1,053",753,270,"1,179",N
J9,5,"97,086","128,165","30,706","2,116",127,624,36,440,"1,145",327,262,N
J10,5,"145,771","178,559","107,972","7,939",167,"1,582",96,"1,458","4,302",736,"12,647",N
J11,5,"119,833","147,186","43,367","2,290",342,"2,299",10,"1,712","2,732",562,"1,818",N
J12,5,"198,987","224,838","64,774","5,108",289,743,99,"1,415",559,"1,220","3,771",N
J13,5,"77,709","112,010","25,694",160,58,369,40,441,"3,576",138,"6,032",N
J14,5,"86,802","137,059","29,939","1,381",99,517,197,616,"14,106",-142,"11,691",N
J15,5,"163,292","192,196","86,826","4,278",104,"1,065",-33,"1,071","1,677",552,"2,031",N
J16,5,"140,276","167,136","68,302","8,422",238,"1,232",73,"1,353","3,278","2,158","1,810",N
J17,5,"88,381","121,208","31,854",987,69,721,-19,392,"3,321",164,"1,961",N
J18,5,"82,431","115,217","59,896","2,449",205,982,"2,562","1,800","1,148",573,"1,154",N
J19,5,"88,831","141,038","47,563",6,228,592,62,"1,321","6,150",136,"4,456",N
J20,5,"74,704","137,504","54,074","1,632",254,"1,239",63,"1,958","2,405",419,"2,269",N
J21,5,"105,400","152,581","33,271","3,915",41,503,88,388,"1,253",654,"2,416",N
J22,5,"110,623","157,838","73,726","1,036",127,904,64,"1,136","1,899",453,"1,549",N
J23,5,"145,408","182,889","46,990","1,969",221,"1,059",209,"2,038","2,766",811,"2,137",N
J24,5,"92,894","137,586","67,054","7,569",125,"1,111",95,"1,494","1,163",724,"2,763",N
K1,5,"116,636","137,323","43,862","1,274",147,633,34,781,660,465,628,N
K2,5,"112,033","163,705","99,668","5,828",216,"1,157",234,"1,782","2,298",416,"9,728",N
K3,5,"75,555","118,768","37,472",215,6,315,76,875,"4,347",273,"8,161",N
K4,5,"70,420","111,206","47,329",971,120,704,-15,"1,136","2,235",338,"1,574",N
K5,5,"92,220","133,877","28,629","2,899",4,313,73,378,"2,069",269,333,N
K6,5,"70,046","120,252","35,754",216,117,487,107,667,"1,944",170,"2,000",N
K7,5,"89,587","142,207","55,144","1,993",230,773,83,"1,612","1,121",672,"1,412",N
K8,5,"67,342","131,540","45,668",634,32,474,46,483,"2,006",362,"1,427",N
K9,5,"94,556","111,695","20,613","1,162",44,284,27,187,"6,732",153,"3,436",N
K10,5,"81,583","131,690","38,615","5,071",26,"1,107",78,"1,159",540,"1,722","2,706",N
K11,5,"74,905","113,980","62,529","1,150",308,914,54,"1,776","1,573",683,"1,667",N
K12,5,"63,231","110,400","20,365",242,64,360,14,446,"2,299",15,"2,659",N
K13,5,"78,433","131,064","64,214",978,137,782,126,"1,518","5,603",425,"5,624",N
K14,5,"103,273","134,735","44,880",500,-12,845,53,646,"1,503",188,"5,643",N
K15,5,"114,368","133,414","71,263",369,26,850,44,"1,912","4,119",99,"11,639",N
K16,5,"97,768","130,930","90,304","1,577",263,"1,190",33,"1,813","3,438",548,"2,684",N
K17,5,"96,377","156,725","44,518","4,936",136,587,-18,861,"2,658",984,"6,185",N
K18,5,"158,990","201,100","44,139","4,019",173,703,-30,"1,122","1,481",663,"2,848",N
K19,5,"160,990","206,921","56,785","5,919",721,920,314,"1,631","1,054","1,420","3,635",N
K20,5,"91,887","116,663","51,292",269,175,829,-2,"1,988","4,619",401,"8,693",N
K21,5,"122,905","139,282","30,855","2,471",108,704,-23,345,"6,595",422,"9,404",N
K22,5,"156,955","205,572","85,116","5,231",304,"1,469",128,"1,870","6,004",836,"1,685",N
K23,5,"152,312","177,633","117,042",549,273,"1,466",139,"2,667","7,105",140,"15,021",N
K24,5,"109,779","147,030","46,406","3,028",65,"1,018",146,"1,017","5,647",322,"1,059",N
L1,5,"123,880","150,609","32,639","3,656",5,394,104,723,795,438,"5,373",N
L2,5,"147,315","171,918","42,915","5,410",75,815,53,723,"1,542",610,"3,564",N
L3,5,"83,219","107,357","29,981",352,156,594,113,957,"2,467",272,"5,873",N
L4,5,"111,493","142,755","78,114","4,587",96,857,541,"1,022","1,173",343,"2,590",N
L5,5,"93,005","136,196","41,999",884,52,307,-43,508,"3,001",305,"5,932",N
L6,5,"120,314","168,986","82,684","1,632",197,909,239,"1,414","2,831",504,"1,768",N
L7,5,"137,613","177,154","59,700","4,093",133,746,71,984,"3,880",935,"4,368",N
L8,5,"90,146","129,226","41,127","4,249",58,894,48,"1,053",608,706,"1,607",N
L9,5,"108,917","133,167","78,009","3,265",78,918,90,"1,502","1,954",682,"4,303",N
L10,5,"96,277","136,212","79,316","3,169",129,701,157,"1,085",629,481,"5,259",N
L11,5,"107,451","155,341","62,522",770,13,804,153,"1,393","3,662",237,"11,108",N
L12,5,"77,418","128,793","70,751","1,114",207,"1,168",96,"1,378","1,368",472,"1,482",N
L13,5,"97,008","127,046","26,541","5,612",67,571,55,820,"1,959",430,"4,023",N
L14,5,"47,771","103,090","30,624",168,147,284,"1,540","1,530",-42,222,516,N
L15,5,"87,021","112,534","37,016",251,99,"1,053",156,"1,683","1,374",105,"3,023",N
L16,5,"83,920","114,372","24,234",272,43,284,23,368,"1,562",197,"9,509",N
L17,5,"97,181","128,293","64,737",320,18,426,37,662,"1,569",459,"11,896",N
L18,5,"110,207","148,191","57,757","1,396",103,875,28,"1,007","7,352",343,"3,046",N
L19,5,"89,089","118,976","39,768",952,104,518,17,832,"1,311",456,"5,793",N
L20,5,"79,686","137,104","66,498","3,362",102,859,41,"1,071","2,566",458,"1,250",N
L21,5,"121,850","144,001","68,139","3,070",100,"1,422",93,"1,838",335,"1,096","5,976",N
L22,5,"127,357","179,482","51,130","2,640",36,617,63,845,"3,604",384,815,N
L23,5,"74,621","120,512","30,504",913,30,625,186,787,"1,442",249,"2,509",N
L24,5,"138,339","149,733","24,831","1,933",3,700,95,286,"2,146",319,"1,688",N
M1,5,"98,793","139,099","39,450",621,57,913,213,922,"2,025",366,"1,200",N
M2,5,"58,464","114,688","48,858",12,51,439,-11,550,"3,443",304,897,N
M3,5,"105,889","136,775","52,225","3,156",229,766,104,948,"1,678",392,"4,618",N
M4,5,"135,385","179,564","97,656","3,330",161,711,64,"1,165","2,603",443,"3,140",N
M5,5,"46,341","112,884","4,168",753,47,57,"4,070",330,"1,071",-45,"1,248",N
M6,5,"157,009","193,252","109,617","4,690",225,"1,144",132,"1,371","3,018",750,"6,689",N
M7,5,"150,630","193,574","61,187","7,048",157,809,-11,"1,070","2,478","1,603","6,719",N
M8,5,"101,055","143,482","56,111","1,486",134,"1,182",75,"1,808","4,185",512,"2,210",N
M9,5,"97,586","156,797","83,983","1,969",295,"1,131",59,"1,602","3,235",525,"2,581",N
M10,5,"97,119","125,193","51,627",542,153,766,77,"1,425","4,093",521,"6,618",N
M11,5,"119,742","148,657","61,028","3,488",151,699,147,724,609,272,"3,262",N
M12,5,"88,638","122,926","42,556","1,299",33,439,154,768,"1,527",415,525,N
M13,5,"67,393","117,252","58,555","1,695",74,499,50,833,"1,787",307,"4,475",N
M14,5,"108,800","164,881","73,696","4,168",137,811,107,895,"3,729",434,"6,788",N
M15,5,"87,829","132,479","57,052",371,87,692,59,"1,448","3,144",68,"9,201",N
M16,5,"144,489","186,910","46,462","1,852",-15,556,40,588,"3,455",251,"6,050",N
M17,5,"87,391","124,362","56,907","2,084",292,"1,112",93,"1,756","4,413",854,"1,808",N
M18,5,"104,605","138,365","50,037","3,036",95,470,83,860,"1,615",688,"2,825",N
M19,5,"101,524","163,537","62,607","2,611",28,672,35,"1,095","2,592",950,"11,881",N
M20,5,"71,854","105,220","49,101",314,117,527,403,534,"2,209",256,759,N
M21,5,"117,211","161,822","95,587","1,988",107,616,115,"1,054","1,483","1,617","10,813",N
M22,5,"115,943","145,080","43,002","3,691",59,539,74,535,812,413,874,N
M23,5,"69,511","132,663","43,390","2,570",10,496,9,514,"1,937",467,"1,813",N
M24,5,"86,434","107,362","15,856","1,290",57,155,78,153,"2,451",225,"2,552",N
N1,5,"71,227","111,187","38,720",808,133,666,286,"1,098","1,564",410,"1,293",N
N2,5,"107,326","159,007","52,751","3,622",139,"1,572",97,"1,177","3,204",159,"53,799",N
N3,5,"65,666","112,157","42,959",712,118,"1,007",35,"1,090","3,040",428,"1,114",N
N4,5,"95,037","138,249","53,427","3,546",84,587,14,744,"1,056",940,"5,452",N
N5,5,"92,052","138,046","68,141",63,148,364,6,964,753,-155,"13,436",N
N6,5,"95,342","127,977","24,568","1,850",93,287,-26,257,"2,456",542,"1,288",Y
N7,5,"108,425","138,741","38,127","2,369",133,483,6,494,708,723,"3,690",N
N8,5,"80,026","124,205","51,845",826,113,357,58,536,"1,816",325,511,N
N9,5,"71,543","116,491","47,397","1,099",149,"1,245",117,"1,900","1,985",856,"2,031",N
N10,5,"115,884","123,771","71,829","2,960",210,"1,079",285,"2,124","3,595",490,"11,078",N
N11,5,"115,428","148,177","62,021","4,850",134,689,-75,"1,271","1,189",805,"7,580",N
N12,5,"104,913","131,580","63,034","1,322",153,982,47,780,"1,704","1,096",851,N
N13,5,"116,816","155,562","46,237","3,551",225,745,9,"1,193",695,528,"1,686",N
N14,5,"79,205","124,586","68,543",536,75,"1,204",89,"2,344","3,076",575,"13,553",N
N15,5,"176,859","207,375","99,686","7,917",340,"1,405",160,"2,201","18,228",542,"12,192",N
N16,5,"146,815","180,056","92,156","6,040","1,180","1,229",435,"1,675","1,528",715,"5,198",N
N17,5,"121,918","177,599","51,981","3,619",91,676,71,784,"2,403",428,"5,107",N
N18,5,"83,357","125,858","35,842",286,143,665,84,724,"4,201",224,912,N
N19,5,"97,441","129,605","70,874","2,673",250,"1,182",77,"1,580","1,412",757,"3,475",N
N20,5,"113,980","142,211","62,803","11,147",60,994,345,"1,336","2,802",768,"12,294",N
N21,5,"87,570","145,567","53,041","1,341",57,"1,026",-61,"1,158","2,420",329,"2,809",N
N22,5,"82,080","144,110","38,606","1,937",53,426,50,596,"1,024",472,"5,829",N
N23,5,"91,481","131,716","38,632","5,222",97,690,115,933,901,615,"4,441",N
N24,5,"67,772","113,275","43,948",136,176,606,25,"1,679","4,318",63,"11,721",N
O1,5,"86,797","139,965","53,662",569,198,"1,242",101,"2,158","5,683",-99,"21,468",N
O2,5,"120,433","151,521","49,625","1,824",91,540,-39,610,"3,401",398,"9,719",N
O3,5,"110,535","158,067","68,628","2,344",62,897,40,702,"3,907",410,520,N
O4,5,"105,639","162,063","96,217","1,012",140,844,109,"1,464","3,804",285,"14,723",N
O5,5,"104,393","142,516","40,217","4,081",114,508,85,501,716,"1,270","1,701",N
O6,5,"108,162","160,999","50,524",36,101,548,-30,931,"2,673",213,"4,083",N
O7,5,"93,226","125,846","70,768",260,10,674,135,"1,679","2,271",-73,"12,385",N
O8,5,"79,020","120,264","38,395","1,374",54,829,66,990,"1,356",300,"1,040",N
