Well,Plate,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony
J22,2,"69,817","113,715","56,672",288,46,620,60,679,"3,307",406,523,N
J23,2,"80,114","111,442","17,005",871,88,897,109,310,"1,892",100,426,N
J24,2,"83,130","123,234","42,532",544,46,603,62,754,"3,038",600,"10,655",N
K1,2,"84,243","107,572","53,976","1,386",279,485,397,458,"1,090",358,"1,079",N
K2,2,"95,766","140,609","46,914",905,496,839,151,"1,608","4,629",371,"4,582",N
K3,2,"114,077","135,937","30,384","2,621",116,552,169,423,"2,943",259,"3,333",N
K4,2,"119,469","161,134","73,857","4,397",332,"1,278",-30,"2,096","2,791",737,"1,468",N
K5,2,"94,223","155,405","47,828",213,178,691,236,"1,220","4,683",283,"2,065",N
K6,2,"69,410","123,826","49,914","1,143",293,"1,326",109,"1,683","2,661",557,"1,693",N
K7,2,"114,873","169,770","86,826","3,864",464,881,329,"1,321","3,389",436,"1,652",N
K8,2,"84,366","119,842","44,777",402,166,560,74,799,"3,621",332,"3,910",N
K9,2,"110,837","147,510","35,267","1,570",215,801,168,960,"2,125",279,831,N
K10,2,"62,473","95,956","54,087",184,322,522,139,"1,123","3,948",381,"2,909",N
K11,2,"106,525","118,350","18,078",920,9,338,99,202,"1,389",-15,"4,140",N
K12,2,"100,193","138,406","51,888","1,971",152,684,-18,852,"1,300",609,"4,700",N
K13,2,"128,748","172,161","61,665","7,161",394,"1,024",212,"1,454","3,013","2,050","8,503",N
K14,2,"121,601","160,144","86,952","3,296",434,"1,352",121,"1,750","4,067",915,"6,313",N
K15,2,"64,803","108,124","34,045","1,415",307,724,246,"1,350","3,126",354,"2,006",N
K16,2,"79,016","125,965","20,962","2,896",100,249,148,394,343,"1,087","1,712",N
K17,2,"35,549","78,773","5,603",209,7,134,27,76,628,14,"2,419",N
K18,2,"66,831","100,017","42,205",138,256,381,38,"1,054","6,285",236,"3,119",N
K19,2,"87,158","143,420","40,022","4,199",127,549,73,938,"2,199",581,"5,666",N
K20,2,"129,705","165,155","47,139","1,096",144,549,-38,496,"2,243",268,450,N
K21,2,"114,120","132,355","33,060","1,442",145,940,126,550,"1,278","1,007",443,N
K22,2,"101,855","134,806","28,397","2,786",-191,379,-706,-336,"5,297",-77,"1,880",N
K23,2,"117,888","146,780","36,202","2,006",164,375,261,522,"1,332",615,"4,682",N
K24,2,"132,621","171,996","58,021","5,738",163,883,42,"1,151","1,798","1,450","1,599",N
L1,2,"86,654","132,274","65,679",258,233,825,237,"1,129","5,763",-31,"34,636",N
L2,2,"75,097","122,385","42,752",390,228,552,121,"1,099","1,610",366,993,N
L3,2,"76,991","114,964","36,219",346,154,132,32,292,"2,226",212,"10,873",N
L4,2,"104,261","147,699","31,978","2,956",4,428,268,688,"2,062",712,"4,001",N
L5,2,"105,640","146,567","45,656",422,173,"1,137",-46,"1,327","4,791",287,"6,236",N
L6,2,"66,491","125,708","46,473",108,163,445,186,999,"5,893",-77,"19,496",N
L7,2,"158,185","177,782","105,263","9,675",292,"2,109",147,"1,748",477,"1,196","2,536",N
L8,2,"80,553","131,790","67,456","4,122",251,670,-1,942,"2,169",490,"3,667",N
L9,2,"46,192","90,797","34,723",376,151,343,655,"1,322",145,261,"1,035",N
L10,2,"64,204","110,056","56,155",882,114,493,213,948,778,267,931,N
L11,2,"63,097","100,112","12,937",680,168,406,9,314,"1,325",116,784,N
L12,2,"71,004","103,936","27,119",49,73,791,47,"1,165","3,025",357,"2,852",N
L13,2,"79,015","112,769","49,791","2,175",385,661,237,"1,850","5,845",588,"1,296",N
L14,2,"98,183","120,977","20,807","2,885",72,422,95,259,"1,072",352,"2,445",N
L15,2,"84,971","117,559","31,697",812,108,425,7,408,"2,625",116,763,N
L16,2,"99,243","133,355","60,134",-138,290,"1,061",-83,"2,091","7,305",326,"5,251",N
L17,2,"107,518","128,826","32,150","1,292",134,669,171,441,"3,226",439,"11,240",N
L18,2,"96,274","141,772","53,221","1,495",233,863,67,"1,552","8,015",477,"1,781",N
L19,2,"38,655","92,443","19,610",161,197,412,209,737,67,248,858,N
L20,2,"96,472","157,918","54,329","2,350",189,609,0,973,"1,432",504,"1,186",N
L21,2,"84,465","117,030","37,418",123,118,546,2,965,"3,697",279,"2,594",N
L22,2,"107,415","149,507","61,461","4,115",195,846,88,"1,369","1,728",505,"3,646",Y
L23,2,"98,831","122,235","68,402",943,161,"1,813",110,"2,671","8,279",724,"2,465",N
L24,2,"103,296","126,544","37,139","3,383",190,580,76,708,"1,046",729,"1,068",N
M1,2,"105,886","149,671","47,393",855,118,559,23,727,"4,002",371,830,N
M2,2,"103,811","151,422","67,617",388,-1,"1,202",107,"2,031","13,379",190,"17,966",N
M3,2,"94,429","134,931","58,353","1,971",420,416,"1,404",598,"2,300",428,"6,881",N
M4,2,"84,789","145,937","70,060","3,865",596,639,"10,135","1,430","4,412",627,"3,481",N
M5,2,"109,138","132,330","29,909","3,744",220,765,9,555,"1,370",427,787,N
M6,2,"95,392","141,283","39,217","4,161",149,435,96,733,606,596,"1,611",N
M7,2,"78,685","123,606","55,260",319,321,936,218,"2,276","5,761",214,"12,874",N
M8,2,"94,819","138,948","29,665","2,469",265,471,203,636,"3,088",-265,"16,053",N
M9,2,"93,345","132,786","62,991","2,942",316,691,51,"1,595","2,188",782,"3,941",N
M10,2,"86,002","109,866","38,712",270,115,514,116,"1,043","4,005",476,"3,627",N
M11,2,"88,744","122,730","39,080",252,275,767,164,"1,340","6,709",278,"1,895",N
M12,2,"66,740","128,056","25,495","1,678",6,739,93,679,"2,461",260,"3,090",N
M13,2,"140,964","186,888","56,822","4,816",126,791,112,962,684,912,"10,764",N
M14,2,"87,738","137,248","45,388",951,-15,697,133,"1,267","2,968",401,"1,306",N
M15,2,"89,262","116,411","25,170","2,490",113,493,45,423,366,384,360,N
M16,2,"92,152","136,256","34,300","2,350",248,528,47,639,"3,154",359,"3,537",N
M17,2,"95,511","121,165","23,831","1,293",93,338,-9,470,"3,797",379,"5,136",N
M18,2,"107,877","133,960","51,694","2,039",50,492,256,812,"1,524",222,"2,980",N
M19,2,"109,038","141,184","30,193","2,022",193,650,-21,565,"1,940",245,"2,861",N
M20,2,"42,910","87,735","7,127",110,-26,49,-56,29,740,19,25,N
M21,2,"79,433","141,668","57,434","2,947",312,849,170,"1,077","2,122",645,"5,139",N
M22,2,"87,866","120,728","59,815",617,411,892,171,"1,970","2,275",370,"1,273",N
M23,2,"163,070","177,042","105,213","8,102",674,"1,961",861,"2,980","2,492","1,643","3,430",N
M24,2,"103,230","146,030","50,452",383,146,668,102,"1,050","2,768",371,"6,043",N
N1,2,"67,307","129,848","58,610","1,842",207,939,254,"1,745","4,595",729,"2,038",N
N2,2,"84,897","121,153","23,574","6,424",253,443,73,729,"4,916",779,"2,405",N
N3,2,"111,128","143,749","37,318","2,398",133,530,-6,496,978,355,"2,302",N
N4,2,"102,709","130,874","34,003","4,265",218,832,-42,712,"1,364",795,"1,532",N
N5,2,"142,084","179,720","55,418","6,266",319,"1,063",41,"1,118","1,828","1,183","2,637",N
N6,2,"32,972","99,213","21,142","1,490",103,232,347,131,"1,647",108,"2,307",N
N7,2,"94,077","130,015","37,316","2,674",56,433,166,452,"3,553","1,532","2,250",N
N8,2,"93,815","137,962","46,192",19,247,507,216,"1,057","7,464",-139,"9,350",N
N9,2,"87,049","127,713","34,313","1,747",206,478,-7,535,"3,681",89,"1,449",N
N10,2,"132,472","182,453","58,711","6,153",289,"1,200",152,"1,067","3,392",629,"2,604",N
N11,2,"78,193","106,844","42,813",381,243,762,169,"1,123","7,528",443,"1,243",N
N12,2,"112,661","134,184","24,338","1,232",-20,409,111,302,"1,581",218,254,N
N13,2,"110,912","144,541","55,728",39,218,513,602,"1,178","3,691",426,"1,271",N
N14,2,"90,614","141,500","53,330","2,558",468,795,181,"1,415","3,859",206,"16,972",N
N15,2,"41,418","89,051","29,837",89,147,267,"1,333","1,622",793,304,546,N
N16,2,"117,529","160,040","60,520","2,898",217,581,221,772,"1,488",963,"2,198",Y
N17,2,"113,951","137,703","32,009","3,193",465,561,663,859,"2,569",712,"6,090",N
N18,2,"68,734","111,276","48,654",621,360,762,-9,"1,265","2,393",481,"1,340",N
N19,2,"108,892","142,984","50,070","5,689",75,578,-30,779,"2,313","1,542","2,776",N
N20,2,"67,588","109,539","37,595",65,108,620,88,"1,255","8,479",199,"4,432",N
N21,2,"66,530","108,428","44,389",493,220,"1,008",51,"1,577","1,083",242,"1,575",N
N22,2,"86,190","125,904","50,287",327,238,487,134,422,"4,286",305,"1,018",N
N23,2,"52,118","103,101","25,714",76,62,269,"3,594","1,443","1,710",209,445,N
N24,2,"115,525","149,481","86,515",97,337,661,63,"1,567","7,711",455,"1,968",N
O1,2,"127,175","163,917","56,503","2,363",197,754,305,"1,265","1,260",595,"3,598",N
O2,2,"105,024","139,374","24,551","2,312",287,481,-12,434,"1,818",692,"5,682",N
O3,2,"86,725","127,765","23,456","2,160",91,396,-16,456,"2,016",327,"1,345",N
O4,2,"106,370","141,467","45,366","2,779",257,496,292,830,"2,133",350,"4,607",Y
O5,2,"99,706","118,968","55,429",297,270,"1,101","1,258","1,643","5,267",407,"6,462",N
O6,2,"79,755","119,504","33,745",-128,108,539,-37,"1,030","15,189",184,"2,100",N
O7,2,"79,022","118,519","34,592",529,196,766,43,"1,171","3,373",356,"5,381",N
O8,2,"85,644","129,844","66,609","1,602",281,780,102,889,"3,899",445,"2,266",N
O9,2,"94,763","133,002","61,016","2,639",166,"2,226",82,"1,209","1,379","1,051","1,113",N
O10,2,"72,533","117,696","31,363",292,63,488,89,530,"4,900",216,"2,670",N
O11,2,"45,564","106,654","27,398",-71,110,103,"1,095",117,486,110,227,N
O12,2,"71,005","127,752","56,893","3,083",369,958,559,"1,954","5,264",407,"6,526",N
O13,2,"73,107","138,117","62,491","3,643",450,523,305,"1,113","4,772",496,"3,116",N
O14,2,"80,318","116,297","16,537","1,766",-26,301,80,344,"1,201",183,323,N
O15,2,"94,772","125,393","26,222",713,20,452,-77,598,"3,393",170,"3,960",N
O16,2,"138,901","176,950","52,369","4,013",150,728,78,998,"1,205",489,"2,372",N
O17,2,"109,208","136,097","31,915","1,814",99,539,44,655,"1,990",772,"1,808",N
O18,2,"93,723","135,360","83,651",405,207,"1,168",455,"2,871","5,289",503,"4,982",N
O19,2,"94,595","124,286","21,867",430,69,770,46,"1,060","3,755",286,"12,105",N
O20,2,"75,878","103,416","38,509",1,58,338,-37,719,"3,253",249,"3,210",N
O21,2,"72,556","112,914","13,860","3,425",100,369,-17,179,"1,236",429,"3,034",N
O22,2,"135,373","178,260","62,404",796,264,582,284,"1,317","4,209",595,"3,309",N
O23,2,"101,341","154,137","36,288","2,146",325,546,97,777,"5,821","1,149","7,384",N
O24,2,"99,594","141,483","37,001","1,283",41,718,38,"1,028","5,745",363,"3,243",N
P1,2,"105,507","133,750","39,141","2,243",148,537,2,744,"3,148",479,"9,808",N
P2,2,"85,224","109,227","39,486",457,141,607,112,"1,188","3,539",288,"1,237",N
P3,2,"61,757","128,874","54,852",446,595,"1,158","1,432","2,151",746,812,"2,353",N
P4,2,"100,886","119,351","21,570","1,980",36,303,55,518,"2,084",161,"2,781",N
P5,2,"95,634","128,240","35,476","3,567",126,630,-75,484,771,390,"6,752",N
P6,2,"111,087","153,261","74,813","2,572",246,745,106,"1,265",932,697,"2,869",N
P7,2,"103,544","132,435","53,980","2,710",445,"1,002",247,"2,404","2,432",689,"2,290",N
P8,2,"98,902","134,538","23,323","3,253",211,571,45,428,600,459,"1,162",N
P9,2,"94,223","129,662","27,591","4,000",196,565,136,521,"2,372",387,"4,164",N
P10,2,"110,268","152,929","52,255",835,217,665,247,"1,019","3,964",381,"1,390",N
P11,2,"119,850","144,946","37,384","4,448",241,695,131,638,"1,353",529,"2,866",N
P12,2,"92,016","139,414","51,449",330,150,604,282,946,"4,790",343,"5,519",N
P13,2,"107,620","159,306","70,217",620,353,"1,283",105,"1,794","2,039",665,"2,083",N
P14,2,"96,197","126,330","43,896",994,199,"1,822",178,"2,190","3,927",461,"5,934",N
P15,2,"97,831","160,504","91,231","1,754",303,780,176,"1,319","4,155",541,"2,105",N
P16,2,"107,231","118,282","36,795","2,741",645,"1,111",178,"1,643","1,332",711,"1,326",N
P17,2,"99,630","132,331","28,599","1,050",413,762,-26,614,"2,827",24,"8,075",N
P18,2,"165,103","203,923","95,809","7,872",227,918,98,"1,368","1,414","1,278","7,324",N
P19,2,"89,889","134,346","40,103","4,720",87,553,56,533,810,"2,075","2,233",N
P20,2,"65,400","107,550","27,547",41,174,472,505,"1,288",90,266,"1,155",N
P21,2,"88,834","129,262","45,143","2,205",-1,402,269,733,"2,483",489,"3,930",N
P22,2,"63,271","128,698","35,190",138,67,764,140,"1,597","1,515",361,"12,551",N
P23,2,"122,339","159,026","34,272","1,193",217,320,38,590,"4,695",265,"8,296",N
P24,2,"82,267","119,810","37,785",598,72,394,119,771,"1,074",296,654,N
A1,3,"89,909","117,224","38,513","1,115",169,"1,203",30,611,"4,573",228,"2,072",N
A2,3,"56,631","93,411","11,633",157,66,73,206,192,474,27,264,N
A3,3,"72,307","137,080","52,235","2,280",316,455,"2,021",992,"4,688",65,"8,596",N
A4,3,"77,481","107,742","20,746","1,143",-15,278,115,291,"1,153",175,321,N
A5,3,"79,833","132,574","47,790",122,383,953,203,"1,399","3,100",188,"4,851",N
A6,3,"98,176","149,940","62,815","5,583",500,"1,359",421,"1,923","1,295","1,151","2,908",N
A7,3,"87,870","120,400","34,673",735,215,"1,898",60,"1,021","3,130",363,"1,631",N
A8,3,"60,892","114,862","53,759","2,146",196,774,125,998,519,590,"2,331",N
A9,3,"72,630","114,773","40,145",-24,-4,327,151,521,"2,733",140,"2,631",N
A10,3,"77,033","121,002","35,200",569,197,"1,708",103,"1,078","2,818",20,"10,107",N
A11,3,"108,278","141,470","70,439",353,256,683,199,"1,572","4,293",252,"9,729",N
A12,3,"84,519","116,269","32,167","3,733",132,578,88,792,"1,127",675,"2,136",N
A13,3,"135,454","147,720","94,155",332,161,832,745,"2,010","1,199",368,"1,390",N
A14,3,"70,281","119,145","56,869","3,767",448,942,279,"2,202","4,362",510,"4,043",N
A15,3,"75,197","133,768","54,046","2,003",208,491,32,695,"1,051",719,"1,418",N
A16,3,"99,459","138,012","47,983","2,815",65,678,70,842,987,700,"2,289",N
A17,3,"72,997","111,576","25,429",212,152,522,82,565,"3,690",161,704,N
A18,3,"119,392","175,859","60,380","6,501",63,798,521,"1,521","2,524","1,594","3,442",N
A19,3,"96,525","121,434","27,203","2,991",63,460,93,459,"1,072",316,"4,441",N
A20,3,"81,377","118,346","25,200",630,232,433,59,458,"3,122",68,"3,055",N
A21,3,"91,002","117,335","19,492",337,-4,169,67,248,"5,024",217,"9,853",N
A22,3,"87,392","139,130","39,800","3,010",39,752,39,688,"2,567",315,"6,689",N
A23,3,"73,073","104,161","13,630","1,283",103,389,-6,245,595,191,230,N
A24,3,"104,297","138,844","75,222","2,206",173,840,80,"1,442","2,325",835,"4,835",N
B1,3,"103,999","135,218","26,579","2,770",24,463,99,493,"1,989",345,"4,358",N
B2,3,"133,723","151,233","61,566",478,421,"1,292",101,"1,441","3,525",339,"1,194",N
B3,3,"62,453","130,315","51,593","2,700",235,513,"1,577",770,"2,726",285,"3,419",N
B4,3,"83,574","140,317","58,818",288,51,732,-6,628,"2,431",393,576,N
B5,3,"104,080","153,398","34,479","2,760",135,352,20,528,500,718,820,N
B6,3,"146,717","159,475","56,749","5,798",155,837,498,771,708,296,"1,259",N
B7,3,"112,712","146,993","59,358","1,126",67,664,0,"1,019","12,871",355,"6,071",N
B8,3,"92,441","133,017","36,660","2,073",151,385,83,804,"1,152",447,"3,361",Y
B9,3,"72,919","134,108","35,131",433,232,"1,272",176,"1,458","2,661",251,"3,916",N
B10,3,"72,496","114,249","50,940","5,901",208,993,106,974,"2,436",992,"6,931",N
B11,3,"71,664","107,321","33,820","3,153",165,587,97,812,882,763,"6,619",N
B12,3,"96,688","119,303","27,826",868,196,425,-5,477,"3,451",180,721,N
B13,3,"100,715","146,257","32,359","2,269",121,554,10,398,"4,903",217,"2,056",N
B14,3,"164,665","193,542","41,601","4,427",74,721,79,657,"1,192",567,"2,970",N
B15,3,"74,948","135,003","52,622",495,374,628,364,"1,542","5,075",301,"2,037",N
B16,3,"91,230","136,103","46,078","1,587",266,535,171,896,"2,812",100,"18,627",N
B17,3,"44,962","91,022","23,864",5,57,181,474,825,31,111,387,N
B18,3,"66,239","100,504","50,655",147,188,631,892,"1,347",748,328,"1,875",N
B19,3,"113,006","129,756","42,157",249,214,721,-25,694,"2,376",161,"7,871",N
B20,3,"130,180","166,115","83,977","6,035",348,988,241,"1,329","3,337",688,"8,912",N
B21,3,"97,493","142,374","37,988","3,382",135,511,23,728,"2,263",785,"3,890",N
B22,3,"74,913","101,714","20,512",913,-2,338,58,448,947,150,"1,453",N
B23,3,"161,030","164,399","47,312","4,355",214,774,363,727,"1,921",246,"2,489",N
B24,3,"75,927","115,147","21,113","1,365",65,318,15,420,"2,008",235,"1,910",N
C1,3,"115,222","142,537","73,348","2,530",314,942,185,"1,485","5,378",641,"19,188",N
C2,3,"114,373","146,632","71,674",187,544,850,"5,940","2,749","4,756",558,"9,888",N
C3,3,"98,495","129,931","51,543",375,278,709,"5,953","1,960","3,741",437,"9,197",N
C4,3,"101,862","161,834","59,477",791,361,"1,215",244,"1,319","5,430",450,"2,004",N
C6,3,"88,854","134,726","30,940","1,353",103,747,14,483,"3,638",301,540,N
C7,3,"102,338","131,530","39,780",220,66,409,240,"1,004","2,917",71,"4,810",N
C8,3,"113,227","137,945","34,423","2,871",71,567,128,607,"5,050",179,"9,592",N
C9,3,"105,744","128,639","33,944",466,225,333,-77,419,"2,381",224,642,N
C10,3,"121,916","180,403","60,625","4,974",95,915,408,"1,038","2,626",799,"4,699",N
C11,3,"187,962","212,307","82,482","4,508",322,"1,037",431,"1,355","1,276",976,"3,359",Y
C12,3,"190,003","220,153","68,175","6,582",365,"1,420",109,"1,799","1,354","1,491","3,096",N
C13,3,"98,199","129,802","47,098","1,513",114,"1,261",70,839,"6,675",459,"6,717",N
C14,3,"150,391","184,331","131,441",356,436,"1,137",380,"3,036","7,717",564,"21,120",N
C15,3,"76,061","139,953","65,770",416,351,"1,025",317,"1,020","4,639",413,"1,267",N
C16,3,"83,880","124,353","32,484",164,27,346,44,473,"5,767",251,"2,664",N
C17,3,"90,578","118,491","26,636","1,999",195,313,35,482,"6,195",128,498,N
C18,3,"103,652","120,371","68,756","1,706",289,573,"9,132","2,502","3,481",776,"5,618",N
C19,3,"57,724","110,520","26,725",529,171,482,101,"1,171","7,761",-4,"4,290",N
C20,3,"77,950","119,347","36,538",629,84,588,209,761,"3,119",305,881,N
C21,3,"98,407","144,600","42,741","2,861",129,759,12,870,"1,009","1,116","1,461",N
C22,3,"105,506","143,712","59,475","2,520",408,882,784,"1,903","8,349",690,"2,024",N
C23,3,"89,833","117,996","19,724","3,509",69,601,83,319,96,"1,350","2,607",N
C24,3,"82,943","106,373","49,280",149,206,807,88,"1,393","2,646",191,"3,514",N
D1,3,"86,128","134,965","40,805",899,133,485,141,715,"2,902",177,"6,072",N
D2,3,"96,044","132,666","47,700",511,137,540,123,734,"3,081",278,"12,828",N
D3,3,"71,525","125,764","57,608","1,032",215,"1,091",51,"1,182","2,931",529,995,N
D4,3,"110,028","144,478","33,216","2,282",173,723,380,"1,014","1,679",332,"18,608",N
D5,3,"104,301","139,117","42,851",669,112,449,-148,332,"2,806",165,436,N
D6,3,"109,054","151,712","86,036","1,619",407,882,25,"1,963","6,060",403,"7,539",N
D7,3,"106,316","150,302","84,135","6,397","1,263","2,420",413,"2,679","5,910","2,158","2,332",N
D8,3,"111,157","147,878","29,814","2,403",-9,536,0,316,"1,882",264,"8,345",N
D9,3,"95,779","127,698","35,648","4,365",269,537,52,727,"2,051",381,"2,482",N
D10,3,"84,326","138,001","58,952","3,836",262,"1,643",153,"1,978","1,201",777,"2,125",Y
D11,3,"83,355","129,449","40,598",931,227,515,-22,883,"2,569",331,"8,292",N
D12,3,"63,253","109,175","52,038","1,056",172,466,580,679,899,355,676,N
D13,3,"84,399","116,161","35,277",843,168,"1,007",-20,"1,064","3,829",341,"2,117",N
D14,3,"111,896","122,113","22,449","2,765",43,559,4,288,"2,436",140,776,N
D15,3,"94,149","154,896","53,507","4,527",188,769,5,629,"2,538",636,"5,027",N
D16,3,"83,990","129,560","43,341","1,720",175,793,112,"1,006","1,065",379,997,N
D17,3,"135,971","151,566","91,768",319,189,"1,076",335,"2,326","9,453",684,"15,797",N
D18,3,"92,663","149,667","63,826","2,001",105,981,212,"1,461","1,173",487,"1,269",N
D19,3,"107,042","150,552","64,613",885,377,885,"7,220","1,372","4,172",716,"2,641",N
D20,3,"130,209","171,939","61,863","3,095",209,702,81,"1,094","2,613",823,"12,009",Y
D21,3,"105,993","161,019","79,268","1,437",258,"1,124",82,"1,396","3,915",622,"17,322",N
D22,3,"75,425","128,531","45,698",398,175,"1,205",89,"1,422","2,805",228,"2,935",N
D23,3,"93,164","130,934","56,846","7,108",207,861,148,"1,208","2,243",994,"3,210",Y
D24,3,"77,175","142,552","43,423",575,107,550,134,"1,032","3,136",253,"4,757",N
E1,3,"97,232","153,962","82,645",689,217,"1,713",423,"2,615","4,530",927,"5,142",N
E2,3,"127,879","166,280","83,254","5,385",165,882,280,"1,604","2,206","1,353","9,890",N
E3,3,"76,579","108,858","44,864",196,221,565,315,"1,636","3,551",327,"1,752",N
E4,3,"134,811","159,231","22,686","1,526",1,298,-19,274,"1,917",255,934,N
E5,3,"101,773","136,631","54,329","2,896",483,"1,429",223,"1,939","3,492",586,"2,616",N
E6,3,"112,497","141,618","70,633",721,37,859,202,998,"3,027",445,"3,085",N
E7,3,"72,891","123,850","39,818","2,711",180,329,7,658,"4,556",574,"16,110",N
E8,3,"113,022","157,132","49,845","10,524",127,"1,166",73,826,"6,312",385,822,N
E9,3,"107,256","131,854","33,385",729,37,360,53,478,"2,504",209,539,N
E10,3,"117,594","176,237","97,613",133,216,507,172,573,"1,906",577,"1,739",N
E11,3,"67,601","119,596","38,948",471,136,536,241,483,"1,049",187,470,N
E12,3,"124,464","139,429","85,385","1,880",234,"1,056",620,"1,055","3,680",750,"34,568",N
E13,3,"114,707","154,645","32,488","3,451",175,500,109,488,348,"1,222","3,733",N
E14,3,"166,584","179,077","41,211","4,046",87,471,109,650,"1,139","1,041",878,Y
E15,3,"50,668","84,074","7,489",168,49,33,181,290,232,3,162,N
E16,3,"93,910","135,395","19,623","3,859",217,485,70,750,"1,394",446,"1,706",N
E17,3,"36,615","84,025","22,391",60,-3,427,84,879,-2,110,943,N
E18,3,"79,816","138,100","58,874","1,499",183,886,-11,836,"7,856",252,"4,016",N
E19,3,"61,956","100,730","37,862",660,27,340,"1,363",206,"1,000",201,"10,533",N
E20,3,"75,630","125,620","52,054","2,249",133,891,14,"1,048","1,552",632,"1,187",N
E21,3,"100,254","130,184","26,036",633,40,696,-33,657,"2,324",54,"5,709",N
E22,3,"68,920","112,299","24,819",429,4,178,108,"1,100","1,835",132,986,N
E23,3,"110,251","167,081","62,594",466,278,"1,140",201,"1,171","21,959",263,"2,899",N
E24,3,"104,246","130,436","51,788",246,398,702,429,"1,892","6,867",210,"13,142",N
F1,3,"104,613","136,842","40,997",580,185,511,92,662,"2,688",327,"4,074",N
F2,3,"94,020","141,139","35,319","3,369",212,767,69,912,901,574,"8,040",Y
F3,3,"78,806","113,715","24,518",254,142,637,105,960,306,82,"4,398",N
F4,3,"92,697","127,508","68,201","1,399",751,"1,904","1,644","2,210","2,012",520,"2,060",N
F5,3,"74,356","109,434","26,187",-138,39,325,12,425,"3,475",120,"4,973",N
F6,3,"111,807","155,156","33,853","1,251",235,440,44,718,"13,205",-294,"23,212",N
F7,3,"143,123","190,320","29,240","3,147",206,793,-33,383,"1,535",440,443,N
F8,3,"95,827","127,913","42,435","4,612",162,"1,056",66,713,"2,319",265,837,N
F9,3,"84,404","138,990","64,649","4,461",97,578,348,"1,070","1,157",824,"9,405",N
F10,3,"50,139","94,390","35,259",63,115,233,95,497,43,235,396,N
F11,3,"85,870","114,490","46,675",399,222,920,44,"1,721","3,261",177,"5,091",N
F12,3,"86,493","131,079","81,095","2,145",152,942,47,"1,814","2,340",562,"6,707",N
F13,3,"33,897","90,640","22,131",22,107,191,180,513,27,195,405,N
F14,3,"78,156","113,247","36,667",206,117,592,46,873,"2,356",156,"6,991",N
F15,3,"90,685","125,829","32,557","2,423",178,985,107,713,"1,664",211,552,N
F16,3,"130,762","180,840","70,512","8,515",4,941,78,841,"2,727","1,633","3,168",N
F17,3,"70,384","118,149","63,187",333,127,463,103,813,"2,448",553,"4,370",N
F18,3,"141,429","166,150","54,935",622,133,496,-47,503,"7,793",314,932,N
F19,3,"108,760","145,259","39,337","3,863",163,604,-3,777,468,505,993,N
F20,3,"94,803","111,532","15,230","2,121",128,215,-80,138,"1,634",46,140,N
F21,3,"90,784","144,644","61,669",854,123,"1,282",112,"1,636","5,379",587,"8,668",N
F22,3,"60,554","116,985","47,006","1,089",242,484,134,"1,134","2,562",377,"1,689",N
F23,3,"124,017","153,940","43,185","8,303",146,666,5,488,"1,680","1,825","2,234",N
F24,3,"71,172","105,663","25,700",434,108,576,15,973,"3,903",156,"2,035",N
G1,3,"95,596","120,145","34,437",588,125,531,31,785,"4,545",260,"2,032",N
G2,3,"94,454","144,735","40,569",201,37,461,-11,641,"4,859",325,"11,670",N
G3,3,"80,779","134,813","57,670","2,363",180,444,-4,578,"4,121",398,"1,681",N
G4,3,"106,838","125,243","28,133","3,860",100,"1,098",37,411,"1,586",357,269,N
G5,3,"81,570","120,806","56,814",420,203,517,291,812,742,344,"1,429",N
G6,3,"133,964","180,262","53,012","4,802",382,"1,059",132,"1,330","2,987","1,400","3,235",N
G7,3,"119,040","138,195","35,812","5,097",136,456,89,457,388,"1,293","1,369",N
G8,3,"127,710","182,754","113,704",401,119,668,"1,169",934,146,527,"1,326",N
G9,3,"143,587","157,888","109,450","3,759",469,"1,058","2,546","3,053","3,587",815,"14,746",N
G10,3,"66,333","112,346","53,540",160,203,760,154,"1,669","1,331",352,"4,754",N
G11,3,"96,478","141,639","83,793",900,112,"1,583",406,"2,563","10,293",551,"26,076",N
G12,3,"80,919","133,320","46,343",772,194,"1,004",50,"1,804","3,388",532,"1,928",N
G13,3,"91,731","144,442","84,262","4,675",107,"1,163",354,"1,703","1,346",974,"1,462",N
G14,3,"67,997","105,130","30,746",165,18,164,3,119,"1,200",141,410,N
G15,3,"79,449","145,067","25,545","2,668",173,487,-36,687,601,588,"1,142",N
G16,3,"64,443","125,422","55,691","1,049",300,632,57,"1,025","8,817",382,"1,199",N
G17,3,"112,108","147,048","81,751",229,386,726,247,"1,639","4,503",578,"6,154",N
G18,3,"141,504","196,080","86,185",434,224,764,42,"1,153","3,624",427,"4,174",N
G19,3,"104,860","130,480","83,964",667,299,"4,317","3,076",724,"2,417",667,"1,511",N
G20,3,"96,268","115,194","19,717","1,169",-94,460,213,216,"1,118",129,428,N
G21,3,"116,010","166,437","72,413","2,763",317,641,29,"1,135","2,369",455,"4,040",N
G22,3,"88,679","127,656","36,348","1,364",47,443,85,453,"1,994",220,350,N
G23,3,"81,461","122,397","17,937",977,71,389,25,224,"2,426",-323,"9,077",N
G24,3,"77,289","121,642","62,508","1,419",184,706,-40,"1,018","1,568",467,"1,220",N
H1,3,"111,338","160,464","66,968","4,959",280,"1,233",1,"1,394",671,725,"7,822",N
