CD41_APCH7,ANXA1_APC,Zombie_violet,PVR_PECy7,CD51_FITC,VEGFR1_594,CD168_700,Colony
"2,738",490,66,"1,149",227,196,751,0
"5,262",517,74,148,580,160,384,0
393,190,75,"1,511",128,69,422,0
136,384,97,"1,116",165,124,58,0
"2,725",231,148,585,335,242,935,0
"1,251",108,64,"1,087",312,118,"3,540",0
"1,137",173,93,"1,375",608,110,137,0
"1,165",309,80,672,206,141,-19,0
"1,152",247,56,793,345,101,686,0
"1,664",221,27,993,216,96,988,0
"2,213",691,143,287,627,242,"1,489",0
180,260,99,"1,353",569,140,"1,011",0
403,202,71,992,254,118,750,0
"2,439",883,113,617,457,135,814,0
"9,443",212,95,510,392,116,"1,121",0
695,168,101,"1,452",305,172,"1,139",0
"4,066",447,159,814,759,263,"1,706",0
"1,785",165,186,496,393,238,717,0
"1,571",976,109,314,348,840,763,0
"3,984",587,84,"1,190",722,230,"3,021",0
"5,052",809,164,"1,031","1,079",189,"2,078",0
"3,195",320,95,995,880,215,788,0
856,332,99,350,327,181,486,0
914,202,113,"1,460",274,111,"1,677",0
"1,323",261,63,546,133,144,796,0
"1,656",276,51,"2,123",633,102,"1,903",0
"3,128",494,319,"1,279",888,342,"1,462",0
142,211,69,525,210,221,220,0
"4,443",221,145,172,901,227,"1,348",0
"19,104",717,42,-97,637,69,956,0
"3,766",150,56,841,457,171,753,0
"1,498",719,86,563,206,271,"1,445",0
"1,339",231,93,"1,840",257,167,"1,140",0
"3,308",629,146,230,492,241,583,0
953,249,36,875,236,36,162,0
43,-23,31,516,135,92,230,0
"3,661",408,104,826,576,93,"1,673",0
"3,320",496,77,849,537,114,"1,138",0
199,219,78,"1,599",172,138,696,0
"1,123",201,41,403,179,157,"1,370",0
"1,724",240,73,538,389,17,528,0
"2,323",547,129,"1,468",427,171,"1,476",0
"3,963",674,62,941,650,50,"1,525",0
"4,888",796,54,824,607,78,"2,671",0
"1,766",668,97,"1,687",535,137,"2,678",0
"1,879",301,94,"1,472",205,161,"1,073",0
950,326,90,"1,335",342,266,367,0
374,47,40,799,197,48,"1,067",0
"2,454",411,86,404,317,165,240,0
621,780,118,"2,327",530,280,"1,055",0
969,916,348,695,688,607,"2,213",0
51,272,118,"1,385",149,100,625,0
318,-444,-102,537,-169,-18,276,0
524,239,59,923,156,101,266,0
"1,709",127,205,617,559,314,"3,428",0
"1,879",433,92,"1,251",478,247,647,0
"3,550",975,116,989,329,225,"1,037",0
389,195,58,"1,187",185,102,732,0
"1,025","5,882",-10,"1,405",164,"4,464","3,877",0
"1,294",146,53,638,397,52,670,0
839,234,80,996,297,107,901,0
"5,196",922,152,416,466,255,"1,262",0
455,318,101,"1,491",279,200,842,0
868,617,90,925,289,459,493,0
"3,334",370,169,"1,455",783,128,"2,094",0
"2,749",456,65,363,544,97,"1,112",0
171,232,111,"1,171",227,82,291,0
"14,859",774,50,-648,552,330,"1,537",0
296,398,80,"2,150",593,207,389,0
"5,546",553,366,107,777,489,"1,581",0
"2,642",162,48,"1,799",308,134,"1,841",0
"2,036",323,117,"1,528",306,175,"1,013",0
652,205,81,"1,030",307,107,"1,322",0
"1,228",423,76,"1,240",703,98,905,0
"6,397","1,143",196,"1,016",780,438,"6,442",0
"1,887",323,173,872,595,176,"2,183",0
828,263,177,"1,958",521,214,"1,204",0
"1,664",449,54,495,164,229,279,0
184,244,91,"1,288",205,127,551,0
"1,253",134,172,"1,425",450,186,"1,054",0
"1,527",303,120,393,889,184,917,0
"1,102",756,138,625,"1,447",260,"1,755",0
211,238,62,"1,165",160,68,801,0
218,-16,61,684,95,49,193,0
"1,300",405,101,195,325,278,533,0
96,321,57,"1,544",349,137,"1,423",0
19,245,97,"1,228",169,230,351,0
419,338,66,330,192,179,225,0
562,223,54,261,231,240,348,0
"7,668",505,75,"1,476",784,138,"1,410",0
863,271,45,"1,703",189,227,445,0
480,29,-29,585,130,56,990,0
"3,526","1,221",137,682,488,222,"2,657",0
"1,158",71,109,947,186,129,511,0
"1,692",177,103,984,397,91,492,0
"1,334",164,111,551,344,227,786,0
"1,890",382,52,385,328,248,533,0
912,-56,142,"1,308",421,282,300,0
"3,603",646,128,"1,980",614,171,"2,357",0
344,158,80,"1,277",200,136,825,0
"3,422",448,98,"1,788",745,203,"5,283",0
"1,195",462,41,551,300,41,545,0
"6,561","2,544",213,760,"1,546",400,"5,007",0
350,225,97,962,271,186,894,0
84,186,134,938,306,213,485,0
"11,294",133,101,703,484,137,"1,101",0
216,122,63,960,88,51,-72,0
"4,044",181,66,"1,017",462,91,"2,075",0
"1,310",88,48,380,290,79,499,0
554,228,127,"1,249",308,126,524,0
322,118,72,327,367,264,261,0
459,77,57,666,129,56,287,0
646,109,84,"2,756",190,146,"1,042",0
"2,974",609,163,658,869,169,"1,661",0
"2,120",314,194,"1,197",557,316,"2,053",0
335,350,113,972,304,165,294,0
877,288,124,"1,395",355,259,"1,512",0
"1,566",515,158,232,594,192,"1,079",0
390,"1,027",215,"1,087",336,247,"2,571",0
"6,093",400,68,"1,103",365,96,"1,137",0
"1,297",502,75,"1,723",200,61,"2,315",1
"1,483",612,116,"1,261",634,138,"1,134",1
740,943,89,"2,714",312,237,"2,535",1
"3,404",858,161,"1,407",489,319,"2,048",1
"1,280","1,073",128,"2,361",406,442,"3,221",1
697,225,44,"1,020",271,37,834,1
"1,040",404,46,943,419,31,"1,153",1
"1,105","1,999",106,"1,774",583,238,"5,563",1
"4,673",655,114,684,583,251,"2,532",1
658,898,135,"1,880",315,260,174,1
-124,"3,999",-2,541,110,599,"4,646",1
"1,889",536,59,"1,026",365,151,"2,636",1
191,739,95,829,235,167,"1,096",1
"5,661",638,105,788,401,257,"1,354",1
401,586,114,843,244,364,753,1
"1,609",722,100,"1,575",661,105,771,1
234,206,55,"1,332",158,168,392,1
896,536,52,"1,490",268,165,925,1
"1,368",563,86,"1,646",375,127,"1,495",1
650,666,83,"1,549",333,169,"1,595",1
"3,380","1,433",150,"1,668",846,513,"2,246",1
"1,246",245,49,"1,068",261,141,"1,441",1
"1,275",170,154,736,390,116,"2,494",1
"1,457",604,37,"1,637",304,123,566,1
916,513,150,"1,194",515,191,830,1
"1,265",414,166,"1,454",856,186,"1,295",1
"1,139",301,73,"2,102",330,84,684,1
"1,176",700,153,"1,700",951,300,"2,159",1
"1,574",468,97,"1,350",471,136,"1,973",1
"1,475",516,138,"1,560",858,177,"1,111",1
"6,064",664,72,"1,768",629,151,"2,836",1
"2,923",98,83,927,625,73,164,1
"1,419",405,79,"1,739",435,67,"1,489",1
"2,664",511,62,"1,573",698,32,"2,618",1
111,40,124,"2,194",851,109,851,1
160,205,13,733,107,8,813,1
702,264,34,948,78,119,780,1
"3,993",171,85,"1,195",734,73,"3,349",1
"2,535",734,194,754,682,307,"1,348",1
"1,654",99,51,"1,564",425,44,669,1
"1,927",117,86,"1,586",389,177,"1,118",1
"2,754",322,68,"1,196",352,66,"1,326",1
345,310,85,994,664,163,399,1
360,461,78,826,288,137,"2,380",1
448,318,88,"1,790",268,175,"1,009",1
"7,705",939,118,"1,325",719,210,862,1
"2,525",296,146,"1,870",853,118,675,1
"2,516",582,119,"1,087",910,89,788,1
"1,871",73,123,"1,172",463,68,"1,046",1
"1,057",144,60,673,506,93,"1,945",1
"2,489",275,65,797,499,98,"1,637",1
"1,858",262,30,769,761,-10,816,1
280,54,105,"2,449",792,130,654,1
"2,149","1,191",219,"1,814",421,248,"5,464",1
414,75,82,"1,336",245,87,758,1
"1,638",339,108,"2,035","1,436",81,"1,015",1
"3,534",122,59,"1,785",940,91,"2,010",1
"2,205",257,112,461,527,189,728,1
391,-100,61,"1,392",245,89,931,1
"2,916",967,106,"2,180",559,164,"1,144",1
"1,247",696,99,"1,740",381,155,"1,390",1
"3,733",464,108,"1,526",699,194,"5,600",1
944,79,45,"1,385",272,128,534,1
"5,357",414,112,920,551,132,745,1
"1,335",65,-18,"2,276",304,2,"1,522",1
"2,260",225,73,"2,138",535,102,"2,529",1
"2,771",692,173,"2,812",710,345,"1,950",1
"1,332",96,77,833,234,98,831,1
"1,735",207,89,"1,266",421,167,687,1
"3,751",408,108,"1,438",593,141,"2,300",1
"1,363",636,62,"1,488",406,93,"1,445",1
"5,398",473,70,"1,063",523,196,"1,434",1
"1,155",99,44,878,210,33,"1,687",1
"2,044",176,109,680,624,171,688,1
"1,408",296,131,"1,167",404,228,"1,434",1
