CIP2A_APC,CD41_APCH,CD42_BV605,Vimentin_488,PVR_PECy7,MICB_PE,Zombie,Colony
46,13551,2244,722,2454,470,1256,0
96,6952,1437,1549,2760,569,3864,0
102,6491,1492,1498,3176,391,2688,0
75,22358,3637,913,734,-30,2047,0
48,1927,852,808,1450,38,1785,0
77,5939,1135,993,4288,273,2508,0
59,10100,811,816,1203,64,2175,0
99,5649,1385,1149,2550,602,2327,0
50,29765,31955,958,1197,26,374,0
74,3632,1190,872,652,52,1983,0
59,12574,1100,852,3207,586,2160,0
57,8158,902,690,2737,476,1402,0
88,17950,2991,1278,3560,205,2465,0
84,15732,1997,917,1576,243,2709,0
51,6223,1109,817,1096,175,2617,0
47,7553,893,809,3346,292,2367,0
49,12681,6891,1599,767,106,1529,0
50,4744,463,1085,1285,121,885,0
126,10518,1164,1027,761,91,2092,0
54,41037,7280,933,3152,1003,2345,0
93,304,943,1629,786,198,1848,0
63,2035,706,984,559,23,1767,0
142,22650,1725,1152,1162,81,2780,0
56,5170,661,734,992,73,1174,0
63,2204,775,662,1296,240,1336,0
89,8000,876,839,3546,699,1821,0
67,8821,870,826,3442,447,1486,0
101,341,1320,1120,339,74,2325,0
125,4791,1228,1189,337,186,1688,0
49,5370,2593,1438,632,176,708,0
71,8916,1020,761,1074,490,1457,0
57,26405,7967,707,1394,545,1844,0
77,3728,1237,1076,773,49,2282,0
60,26075,16816,745,224,-54,1444,0
150,6903,-909,261905,1385,219,1689,0
64,11720,1094,825,3572,353,2005,0
76,42865,21411,788,881,229,1780,0
75,13869,3448,892,2074,122,2507,0
60,10715,1161,775,1328,61,2252,0
69,9507,1181,901,513,72,2929,0
53,12899,1000,655,1759,305,2392,0
47,5930,828,811,1583,197,2184,0
74,15638,17974,715,1052,5,1800,0
99,8009,1691,1319,2319,86,2557,0
57,7318,979,877,3319,514,1952,0
78,2623,839,676,1681,78,1480,0
48,8128,774,701,1680,146,1889,0
77,3784,933,689,1715,163,2182,0
51,8985,1003,703,590,61,2514,0
61,3792,1108,950,966,346,1921,0
372,8882,-790,261932,-25,516,860,0
83,2173,1583,1597,2442,122,3676,0
104,10334,1624,1393,3080,370,3416,0
53,1947,924,938,624,20,1833,0
101,9110,1178,920,1387,194,2201,0
50,3003,662,659,1168,117,1337,0
82,1470,947,854,1857,51,1845,0
57,18674,14846,704,2809,-90,289,0
66,14267,973,714,1521,575,2762,0
72,6164,1369,848,955,85,2348,0
78,8194,1397,957,1446,244,2428,0
55,12381,1065,783,1240,198,2030,0
74,9249,837,798,3497,116,2039,0
51,4037,1545,977,192,115,2763,0
64,715,926,817,1227,111,1531,0
177,22066,1455,1298,354,133,2071,0
96,3919,959,858,1457,337,1906,0
150,23354,6805,1336,1063,49,2550,0
129,8511,1397,1190,248,142,2346,0
61,6719,825,766,3370,270,1761,0
50,14664,1379,1007,973,226,2167,0
80,12368,1948,981,947,187,3047,0
62,4749,656,670,1503,80,1187,0
103,12368,1425,1004,432,262,1997,0
66,19020,1493,697,2416,508,2009,0
54,14685,981,869,1614,321,2721,0
47,12646,3606,744,1199,318,1610,0
185,236,872,760,498,124,553,0
58,2843,789,660,1523,468,1919,0
46,12992,2484,840,1963,88,1390,0
83,25021,7510,958,3835,430,2015,0
1474,18362,10716,6738,7777,6666,1565,0
50,7104,940,861,1017,95,1851,0
53,3226,1721,869,868,183,2889,0
61,4735,874,883,2813,543,1816,0
80,38274,6402,860,2570,239,1371,0
79,1883,1554,965,912,58,2852,0
102,5384,374,21925,832,126,878,0
71,1452,1094,812,2052,156,1628,0
54,2200,1119,992,1727,281,2788,0
100,16637,2888,1053,2836,448,3218,0
77,12396,1384,985,1445,126,2888,0
50,17002,9294,743,1345,533,1912,0
52,6246,1492,1132,639,68,2791,0
59,1256,416,681,1596,112,833,0
73,3446,915,932,490,57,2046,0
71,16771,2581,1116,5196,476,2763,0
92,6197,997,776,925,144,1673,0
87,2403,727,856,1923,142,861,0
102,11735,1687,998,1159,321,2534,0
69,7608,1362,1035,6677,310,2118,0
60,6963,790,783,4460,688,1866,0
162,146,664,699,492,186,570,0
146,12389,1491,1323,1531,205,3005,0
47,8906,716,880,760,161,1888,0
51,13055,1193,748,793,159,2401,0
55,2518,832,745,1058,201,1650,0
142,8632,1247,1014,2139,237,2046,0
103,19433,1225,747,1866,154,875,0
72,40837,13212,790,3038,232,1769,0
56,28708,1665,838,1411,131,2306,0
186,239,1222,921,513,102,932,0
51,16485,7566,738,3087,660,2260,0
60,12005,5320,1112,1182,132,1372,0
62,1889,867,694,1077,101,1565,0
81,9762,966,840,2639,357,2081,0
112,13488,1377,1418,2297,167,3302,0
50,20959,15700,1312,524,-21,1641,0
124,6144,-591,149447,936,157,-320,0
47,6431,1060,756,1768,120,2565,0
50,4089,1123,719,1824,142,1761,0
92,1242,657,738,301,136,945,0
63,2628,846,675,4568,553,1599,0
50,15436,2900,748,1363,402,1647,0
48,8868,606,1166,592,99,1464,0
67,9981,1122,979,3845,680,2177,0
62,27550,14867,763,258,27,1011,0
77,8868,1022,679,2752,387,1267,0
105,17469,1740,1218,2527,196,3047,0
84,9109,1209,844,4860,434,2034,0
85,30481,1397,1175,1158,268,3066,0
57,7828,906,843,493,238,2206,0
94,10057,3149,1691,523,411,1797,0
67,20914,2473,1096,1073,20,2521,0
68,528,956,915,125,73,1981,0
87,9634,827,683,1819,237,1633,0
85,7795,847,696,1076,197,1849,0
108,971,1420,1098,1753,119,2653,0
177,222,802,665,338,86,493,0
68,9777,1260,939,1231,333,3029,0
87,8237,1411,1213,1318,95,3513,0
84,8003,1003,839,826,103,1758,0
82,15211,1113,855,1542,354,2633,0
140,189,793,680,226,83,650,0
53,5295,1259,1020,2264,84,1953,0
53,5103,2070,664,284,55,1534,0
51,3566,984,882,1399,486,1890,0
90,4325,650,776,1249,132,1103,0
59,2864,923,820,753,55,1911,0
46,4747,730,644,2572,445,962,1
15,10205,1116,455,2312,463,589,1
72,3282,549,549,2692,534,919,1
17,4025,256,220,2198,674,517,1
26,5462,597,508,2132,668,1067,1
109,14747,1312,1192,3122,553,1886,1
41,6337,1487,1028,2368,419,1769,1
35,10081,2008,631,2650,528,1133,1
32,11318,1491,762,2620,619,1197,1
6,14187,1314,682,2249,493,1098,1
12,5821,568,416,2598,475,603,1
67,7916,1387,1181,3324,562,2312,1
40,6573,729,429,2304,799,810,1
61,19323,7380,776,4709,395,925,1
-1,7875,539,356,3835,467,1034,1
50,15093,1566,669,2472,594,1258,1
35,5676,773,604,3111,542,1156,1
46,11537,951,578,2785,485,1038,1
13,17566,2066,560,2404,661,930,1
36,12854,1178,714,3555,544,1659,1
16,6794,712,352,2210,368,749,1
5,8999,3834,638,3337,570,803,1
57,20726,1795,617,2481,465,1566,1
32,6849,674,505,2740,1273,747,1
44,3332,729,560,2211,680,1036,1
6,9506,1962,591,2378,400,704,1
28,10672,1474,787,4012,853,1076,1
37,4698,655,552,3217,469,1016,1
53,18433,4636,1089,2716,928,1250,1
16,11141,1276,625,3954,600,894,1
36,3845,717,569,2463,510,1111,1
56,7656,1779,892,3518,1170,2073,1
26,20114,1257,991,3444,721,1103,1
17,11140,2672,439,2861,557,865,1
12,10876,1073,798,2512,686,2310,1
34,6825,647,486,2353,724,625,1
18,2569,576,501,2694,513,1209,1
39,2399,383,432,2838,697,705,1
38,7269,757,410,2156,385,662,1
32,8585,959,738,3445,502,1369,1
39,10219,1717,400,3053,507,385,1
28,1778,928,629,9932,631,1191,1
77,11158,1233,1061,2915,943,2145,1
70,18082,4027,982,5274,455,1594,1
66,20002,5455,1238,2626,617,1712,1
40,4513,707,599,3784,976,1271,1
21,18535,3076,629,2383,492,1045,1
64,8211,2673,1031,3888,740,1592,1
14,1267,608,468,2555,583,711,1
22,10585,298,330,2480,380,573,1
9,6069,1463,649,3574,807,1199,1
63,26442,9159,1434,3726,746,1560,1
42,8614,1820,693,4088,423,1061,1
20,1927,599,479,3255,859,898,1
28,5967,455,443,4102,578,758,1
101,19493,2529,1371,3122,764,2120,1
48,25755,8956,1145,4905,1057,1499,1
5,6393,882,540,2612,618,855,1
27,13426,3078,658,5008,1044,973,1
27,9713,2024,479,2555,486,736,1
24,4310,710,590,2699,553,948,1
28,2758,474,491,3906,451,696,1
30,4636,555,560,3238,369,1259,1
32,9165,953,612,2723,493,740,1
47,3951,718,451,2936,599,891,1
63,15338,5523,805,2686,912,966,1
10,4377,418,336,2231,465,421,1
82,41578,16356,1451,3933,1059,1375,1
48,27138,6751,647,2771,470,957,1
11,5021,305,221,2413,515,509,1
59,29820,10530,1280,5291,1224,1051,1
51,27714,8003,1300,3093,787,1817,1
8,16352,8369,446,2233,399,818,1
7,20297,545,644,2853,850,671,1
3,15813,5316,295,2149,567,243,1
115,38458,10375,1634,4796,990,1809,1
61,25301,5679,1449,3893,473,1852,1
54,23390,7097,1105,2526,723,1894,1
37,4722,585,498,2162,376,835,1
11,16759,5363,519,2617,441,681,1
65,25587,1559,1253,3569,733,1847,1
27,14436,2761,685,2971,435,827,1
64,11090,838,726,2233,1258,1453,1
9,21921,7838,605,2379,618,674,1
36,12875,2237,650,2696,432,725,1
14,12246,3515,580,2983,475,1407,1
122,24158,2452,1830,2371,1036,2474,1
8,7449,2774,712,2375,832,965,1
55,16131,1760,695,4508,552,1350,1
33,26229,6691,526,2970,617,955,1
21,21189,9857,547,3354,422,901,1
29,35508,8578,981,3179,366,1639,1
67,16816,7191,1158,3149,606,1582,1
45,7063,603,637,2769,384,1028,1
49,9639,640,551,2285,568,758,1
94,10900,2756,992,3865,1110,1964,1
18,9638,1510,530,3043,790,1018,1
39,17585,1192,676,4326,760,1009,1
21,4789,547,578,2831,388,1007,1
17,2444,485,407,3391,376,766,1
11,13278,3318,530,2411,515,956,1
12,7681,1029,485,3400,825,625,1
26,5938,573,357,2532,702,609,1
117,42055,18528,1295,2509,644,2333,1
56,15865,1868,1576,3984,996,2617,1
30,7280,392,348,2402,460,651,1
37,5982,846,640,3583,848,1077,1
-1,22524,7123,597,2992,1006,816,1
36,4328,899,717,2251,387,1481,1
54,25003,8964,879,2122,400,1033,1
21,17341,11040,534,2180,469,595,1
136,42033,15017,1309,2320,616,1802,1
36,7647,545,506,3121,468,1268,1
50,13483,5371,796,2606,460,936,1
11,13454,539,443,2254,770,662,1
25,6114,1985,414,2170,438,768,1
27,18378,3468,833,3317,590,1691,1
17,7553,790,461,2650,496,780,1
30,5706,727,583,2230,365,1420,1
46,16870,4736,738,2507,731,1378,1
22,8479,1654,4109,3547,399,705,1
31,8301,869,559,2380,470,809,1
27,15612,762,501,3762,835,1297,1
18,17252,6997,549,2830,842,481,1
23,3624,703,599,2165,562,1570,1
47,7685,1021,643,2214,507,860,1
86,19578,1576,733,2753,726,1005,1
11,2087,501,335,2250,412,716,1
64,11910,2188,877,2399,813,1063,1
56,13086,2198,710,2468,551,981,1
29,3659,623,530,3447,578,962,1
57,22969,1387,961,2915,801,1574,1
41,9299,1958,765,2227,483,1456,1
39,17055,2040,587,3048,610,1056,1
59,15376,2680,892,3996,552,1351,1
29,16546,461,518,3150,1287,1105,1
18,10597,2180,586,3232,632,856,1
12,24066,10446,994,3505,1251,946,1
8,13184,2003,392,3265,385,810,1
81,40443,13215,915,3483,882,888,1
20,8165,469,394,2298,439,725,1
67,19656,4408,401,2133,599,452,1
43,27140,3570,967,3257,1102,1447,1
54,17287,6462,1444,4361,947,1795,1
84,17392,1591,1278,2746,837,1765,1
38,41122,8005,1302,3604,672,1918,1
14,13034,5784,427,2688,449,363,1
41,11738,862,472,2255,587,946,1
2,8808,543,466,2194,615,707,1
21,6507,1242,225,2216,392,521,1
28,15470,2501,898,3505,484,1607,1
34,13385,1735,647,2739,396,858,1
136,33837,9133,1488,3151,1072,2039,1
69,33658,6528,1378,4357,728,2161,1
23,12651,2950,368,2340,524,681,1
38,8684,737,797,3325,589,885,1
17,10798,9634,212,2274,401,47,1
56,5598,805,654,3097,533,1119,1
77,6295,1674,1290,3671,556,2763,1
50,20533,2037,632,3084,718,1007,1
144,15553,2644,1469,4625,1070,2356,1
53,31981,6691,1115,2903,425,1339,1
107,26651,9950,3334,3399,977,3403,1
44,17859,8022,725,4026,373,447,1
40,4770,749,658,2386,415,1192,1
4,10740,597,496,2670,809,678,1
113,15597,5004,1519,3984,1128,2019,1
11,6311,946,455,2719,379,579,1
88,26621,5454,1455,4398,1758,1864,1
67,24622,12483,1079,3766,900,1908,1
16,24257,10772,433,3519,442,258,1
78,25686,4790,1477,4038,896,2116,1
6,11185,6440,331,3069,393,447,1
35,12489,1001,514,2564,377,1025,1
7,20608,6873,466,3734,590,661,1
68,5799,799,616,3063,1060,1155,1
41,4152,884,632,2700,403,1376,1
22,9536,1219,434,2706,439,517,1
6,15179,5857,499,2453,865,863,1
19,6208,673,488,2260,427,938,1
52,34284,19147,814,5694,1057,888,1
31,5199,635,392,2579,438,905,1
-2,14999,5208,219,1249,435,199,1
24,6384,935,597,3288,458,1484,1
11,4024,659,400,1382,140,1356,1
5,13645,410,352,1874,190,456,1
45,5627,814,599,1318,512,946,1
50,16669,840,544,1702,268,1210,1
64,13127,6821,737,2993,269,868,1
20,5597,338,315,1774,167,682,1
13,15665,1673,427,2304,103,467,1
36,7623,643,512,2023,281,1228,1
44,10758,913,596,1299,516,1095,1
62,706,741,549,2408,264,943,1
25,6407,356,310,1629,224,662,1
22,9144,1245,502,1440,248,869,1
75,2915,467,389,2504,418,704,1
64,3253,731,448,2092,236,930,1
8,15707,3964,639,1908,861,1404,1
14,18715,5976,1093,1840,308,718,1
20,9550,622,411,1109,565,756,1
98,35868,4132,1688,4165,1230,2431,1
15,4074,246,285,2312,239,463,1
34,3175,662,327,1753,168,805,1
-4,2859,488,337,1470,353,499,1
38,17038,758,519,2298,669,1007,1
11,12066,899,422,3020,780,776,1
74,19218,7587,1289,3842,1100,2065,1
11,7626,459,337,906,347,748,1
-11,7907,1784,195,853,130,520,1
13,1526,582,1443,1808,779,886,1
13,7335,645,321,1784,321,755,1
44,5771,477,456,2241,84,705,1
122,5151,693,522,2345,431,752,1
82,36102,8318,1100,2891,669,1147,1
61,5256,500,468,2084,263,633,1
29,5891,688,609,2906,334,1364,1
63,5414,734,573,3422,204,1231,1
10,12993,3695,368,2305,552,758,1
20,9800,1936,353,1567,97,693,1
21,10227,1449,447,1951,468,673,1
8,12274,2421,109,1606,128,261,1
11,10100,421,357,1305,429,720,1
46,15564,1825,669,1616,166,1590,1
18,5464,865,562,2406,595,1073,1
0,10048,5950,582,1671,254,147,1
5,9737,1211,590,2072,397,991,1
28,3638,495,360,2407,394,1094,1
26,8400,1232,306,1559,398,444,1
27,10710,732,398,1446,382,699,1
25,10265,1082,900,1126,244,2688,1
10,6301,711,310,1902,459,758,1
2,8080,4817,245,1174,160,574,1
42,16645,582,477,2181,671,1246,1
3,8092,284,132,1375,280,299,1
17,9448,402,336,1352,150,744,1
66,13118,2962,1037,3173,311,2959,1
46,15382,1552,964,3044,216,2777,1
519,40801,1075,348,1332,406,1008,1
16,5214,306,147,1744,310,466,1
25,8077,1040,267,1503,383,583,1
39,21969,4722,437,3177,537,1249,1
32,22653,12764,32,1690,211,16,1
24,2750,282,301,1860,279,626,1
21,7306,405,318,1429,233,613,1
78,36406,12876,414,182,12,917,1
22,9349,355,329,1964,552,949,1
-11,11005,922,241,1354,593,673,1
26,5784,600,305,2632,534,948,1
-8,12644,1323,310,1868,598,842,1
6,6674,321,275,2816,617,777,1
11,13882,9367,328,2175,238,703,1
38,4393,219,327,3568,66,948,1
17,9027,708,360,1322,144,1067,1
77,28112,3043,815,3282,601,1754,1
-8,7780,233,209,1196,256,474,1
32,2907,553,560,2241,876,1282,1
7,4707,547,436,2912,187,1114,1
8,4046,521,333,2926,157,967,1
32,48475,24735,196,1415,-128,-39,1
89,15679,956,717,2262,398,1637,1
24,6509,378,132,1784,294,524,1
59,24081,5102,780,1950,338,1438,1
21,6111,361,341,1540,460,769,1
17,3536,203,179,1975,348,507,1
8,7142,591,367,2470,268,979,1
41,8731,711,523,1719,249,1159,1
33,9574,485,297,927,90,1041,1
42,5793,1202,609,2693,174,1445,1
12,8451,340,243,1279,201,494,1
13,7449,1680,376,2348,157,1161,1
10,14120,5315,198,1534,49,457,1
48,6789,974,708,2742,601,2140,1
64,17174,1117,500,2416,948,1102,1
53,13900,3882,409,1589,17,842,1
23,3105,300,236,2715,273,663,1
39,2520,424,320,2357,127,923,1
7,8087,577,381,1847,199,879,1
27,11087,718,423,2531,318,1277,1
15,6043,585,520,2697,358,1187,1
27,5457,457,306,2428,130,1048,1
24,6708,1246,138,1620,298,355,1
41,8659,467,437,2064,432,771,1
4,10695,2168,305,1548,354,924,1
63,20210,761,302,1266,127,635,1
22,3498,267,250,1843,262,699,1
4,13605,2742,198,891,346,408,1
10,4689,440,168,1292,75,342,1
0,10951,8488,192,2322,537,281,1
20,30537,19149,644,3542,687,1215,1
11,8486,151,162,1609,171,411,1
17,12788,7303,271,1631,148,579,1
21,7660,434,308,554,460,937,1
24,13801,2286,896,3485,119,2254,1
26,14185,1319,853,2317,170,1374,1
27,6833,3640,300,1834,322,670,1
13,11216,3497,138,1826,84,272,1
26,13468,3430,483,2408,197,1088,1
33,13627,2354,304,1001,145,471,1
45,14687,886,345,1043,203,1333,1
58,8677,1208,969,5036,391,2641,1
58,11750,2163,983,1940,150,3223,1
57,42149,28228,753,5774,258,1000,1
66,54101,14555,968,3618,894,1167,1
63,12072,1538,948,2605,430,2503,1
60,8952,1161,846,908,165,2220,1
72,24522,3277,961,2950,308,2462,1
83,22201,7763,1199,2989,404,2537,1
54,13465,583,780,2445,81,1177,1
47,2551,881,657,2494,483,1869,1
59,9161,925,709,5064,496,1590,1
68,19896,2442,773,4139,244,1804,1
59,31911,11229,701,3286,337,1208,1
72,10734,1457,870,2148,385,2567,1
94,1919,1059,1032,1291,81,2426,1
53,19720,1046,699,3069,419,1588,1
146,20017,8988,1670,1798,397,3856,1
