CD41_APCH7,PLVAP_APC,MICB_PE,Zombie,CD42_BV605,PVR_PECy7,Colony
100,7,111,992,"11,032",212,0
743,132,131,304,870,393,0
186,106,160,685,"21,263",186,0
"1,271","1,045",486,"1,453","44,595",806,0
274,13,516,239,"1,078",798,0
476,156,453,570,"13,912","1,021",0
"1,141",588,391,975,"25,923",254,0
781,334,411,389,"13,130",785,0
55,29,361,460,301,761,0
"2,263",236,360,330,"4,757","1,790",0
670,221,408,196,"10,029",626,0
"1,793",926,304,589,"32,172",647,0
"1,233","1,262",580,909,"40,647",290,0
"1,197",270,"1,249",305,"13,507","1,792",0
91,98,435,620,"50,585",730,0
396,76,738,194,"2,208",809,0
676,243,712,408,"18,900","1,364",0
520,84,499,232,"5,737","1,165",0
400,27,696,216,"1,418","1,084",0
950,240,923,347,"8,697","1,139",0
610,484,885,402,"38,047",502,0
502,321,567,153,"45,458",566,0
200,55,418,138,633,751,0
"2,935","1,678","1,217",870,"45,646","1,408",0
122,121,395,960,"2,796",633,0
315,105,"1,670",335,"1,714","1,636",0
"1,304",248,653,298,"9,659","1,548",0
51,42,666,278,"4,049","1,505",0
"1,154",348,358,255,"9,234",606,0
"1,495",139,647,429,"4,372","1,871",0
561,118,535,368,"14,731",401,0
191,7,638,277,"14,569",752,0
906,322,311,187,"8,034",341,0
136,16,359,699,585,999,0
952,391,316,437,"13,159","1,225",0
186,5,439,244,"1,186",838,0
"1,024",741,310,"1,662","50,921",576,0
"1,924",423,351,420,"6,105","1,104",0
428,49,465,328,337,913,0
-46,0,374,683,"17,133",237,0
230,43,346,322,265,"1,340",0
429,189,436,893,"45,245",452,0
560,301,394,408,"10,441",615,0
355,86,703,300,"1,006","1,124",0
218,47,586,145,"1,459","1,620",0
508,28,498,497,"3,887",976,0
0,-9,632,118,124,620,0
345,97,300,196,"4,814",905,0
223,28,600,746,"2,599",848,0
144,56,"1,169",291,246,815,1
366,38,"1,275",406,"1,638","1,871",0
177,4,431,300,"3,512",378,0
274,-5,452,236,"1,603","1,363",0
939,106,390,847,"1,457","1,487",0
"1,070",395,419,592,"20,333",246,0
279,8,450,280,248,862,0
222,62,379,118,"5,952",585,0
"1,055",88,304,466,410,818,0
"1,044",105,364,235,"2,555","1,097",0
596,57,441,219,754,"1,492",0
"1,013",270,617,763,"7,126","1,050",0
990,125,519,224,"1,564","1,306",0
716,349,532,285,"28,588",656,0
865,293,502,313,"20,625",897,0
798,6,857,227,264,"1,099",0
458,179,475,563,"12,460","1,179",0
773,266,777,431,572,877,0
665,202,584,"1,062","5,288","3,214",0
475,167,607,797,"22,976",764,0
272,97,754,219,"7,155",886,0
203,56,478,494,587,"1,034",0
812,350,384,351,"23,562",424,0
528,118,515,123,"1,081","1,352",0
696,245,390,236,"20,647",742,0
463,161,611,253,"17,175",583,0
260,4,547,274,506,841,0
915,277,488,262,"11,158",851,0
578,60,378,208,348,773,0
118,9,380,409,310,640,0
14,9,431,205,"3,803",317,0
375,180,416,411,"22,435",469,0
281,170,413,237,"11,813",470,0
361,136,"1,265",305,"8,251","1,144",0
278,-16,309,163,537,979,0
640,54,425,243,"2,010","1,336",0
625,108,356,644,522,"1,773",0
80,33,329,179,285,"2,017",0
331,65,317,334,"8,743",248,0
283,176,424,433,"9,040",488,0
701,204,582,240,"4,916",649,0
"1,312",226,"1,170",409,"4,658","2,123",0
206,46,395,322,"13,973",433,0
289,9,433,421,310,"1,614",0
251,17,294,168,"3,886",897,0
"1,218",865,468,702,"36,534",756,1
771,230,339,296,947,610,0
53,-11,"1,134",148,"1,878","2,500",0
256,53,388,121,146,"1,057",0
119,50,426,166,188,529,0
529,210,320,240,"11,545",367,0
"2,059",718,676,216,"11,795","1,143",0
590,108,456,136,"1,677",642,0
305,139,301,393,"9,523",643,0
893,180,798,151,"8,890",711,0
250,34,497,389,472,955,0
780,65,449,300,896,"1,197",0
"1,230",655,355,574,"14,100",450,0
286,73,657,166,"7,121",842,0
359,27,358,296,479,895,0
"1,156","1,112",495,600,"46,400",512,0
"2,697","1,143","1,167","1,151","25,184","4,239",0
193,114,518,930,"11,884",436,0
799,200,815,645,"7,934",708,0
567,319,385,686,"33,593",440,0
285,97,317,261,"10,031",275,0
217,7,372,138,"2,189",965,0
876,309,761,339,"11,228",761,0
447,84,920,206,"6,378",867,0
373,52,750,379,"1,723",983,0
535,4,357,"1,052","1,552","1,678",0
399,37,385,502,443,954,0
23,20,289,194,188,178,0
912,686,382,"1,282","23,886",871,0
848,202,836,192,"8,606","1,324",0
664,72,519,728,749,941,0
"1,815",755,310,"1,100","28,399",604,0
"1,072",115,357,333,330,975,0
900,261,341,570,"19,661",707,0
377,120,421,433,"10,451",321,0
289,14,333,170,926,"1,424",0
882,107,481,498,"20,998","1,225",0
736,189,430,230,"14,993",898,0
126,81,707,308,"26,249","1,180",0
847,132,357,408,"8,076",785,0
405,22,376,241,627,"1,810",0
313,170,358,495,"20,761",224,0
779,56,406,405,"1,973","2,018",0
246,65,391,369,"7,820",242,0
799,163,524,251,"1,313","1,394",0
233,68,883,317,333,"2,122",0
"1,237",220,577,340,"7,422","1,168",0
"2,290",803,393,192,"9,282",994,0
295,96,395,359,"9,116",428,0
597,55,374,520,599,803,0
490,137,406,234,"11,312",446,0
50,32,495,399,"16,530",451,0
353,76,572,693,634,"1,273",0
96,38,358,487,"18,746",344,0
413,219,476,499,"8,383",851,0
790,192,673,189,"7,009","1,233",0
439,90,286,607,"1,044",441,0
473,166,716,377,"8,405",555,0
"1,015",240,332,727,"18,808",175,0
326,60,590,360,"5,769",621,0
"1,218",269,389,225,"9,798",388,0
369,97,668,160,"6,544",951,0
172,-1,307,343,"17,770",367,0
"1,336",700,679,188,"2,327",631,0
332,62,433,479,"9,011","1,173",0
281,86,611,165,"7,334",931,0
332,79,627,393,"5,764","1,020",0
630,313,362,549,"12,455",315,0
886,153,445,296,"3,596",887,0
242,14,448,696,"1,008","2,346",1
"2,174",156,624,294,"3,307","1,869",0
719,46,650,273,189,"1,050",0
"1,458",734,339,488,"23,852",412,0
191,44,669,"1,003",983,"2,401",0
"1,446",610,847,306,"19,451",953,0
437,128,501,434,"8,574",606,0
234,84,314,471,"16,160",332,0
"2,249",67,396,312,"1,576",973,0
"1,749",781,445,251,"20,018",395,0
71,45,470,640,"32,356",339,0
418,103,537,783,847,649,0
508,20,744,284,"3,219",543,0
"1,994",601,"1,730",585,"11,098","2,209",0
273,60,458,609,726,"1,490",0
378,99,602,388,"19,794",648,0
897,301,293,218,"8,382",540,0
"1,057",346,390,383,"9,429",339,0
354,2,412,396,"1,273",613,0
963,168,764,215,"2,065","1,123",0
335,291,663,496,"23,147",645,0
242,11,371,241,540,"1,363",0
875,186,397,243,"5,020",593,0
774,99,479,372,"1,221","1,135",0
872,124,407,273,"4,424","1,213",0
867,267,301,250,"7,485",465,0
451,33,557,171,209,"1,532",1
401,46,527,290,249,762,0
431,86,623,200,"5,328","1,140",0
34,50,376,334,451,539,0
"1,241",987,438,"1,910","24,367",325,0
818,364,378,227,"6,879",426,0
463,152,529,314,"1,853","2,488",0
308,76,341,240,"11,211",648,0
356,97,529,569,"18,534",485,0
566,177,321,887,"25,942",205,0
895,287,318,597,"10,707",224,0
367,55,531,175,"5,736",746,0
"1,186",121,363,437,653,594,0
409,54,697,356,349,"1,395",0
"1,050",642,356,232,"15,245",492,0
575,58,321,270,"1,680",345,0
474,178,"1,207",274,"12,961",718,0
209,33,402,336,"5,624","1,255",0
738,41,547,128,187,972,0
788,294,343,400,"10,363",359,0
818,61,448,364,317,"1,575",0
"1,300",655,339,316,"21,535",309,0
"1,161",551,311,"1,321","30,161",133,0
835,258,"1,018",308,"5,821",793,0
"1,466",307,463,165,"5,269",631,0
735,389,383,371,"11,477",288,0
449,158,297,379,"1,131",888,0
270,60,328,193,"5,098",511,0
741,334,414,301,"19,230",407,0
447,92,384,421,"8,307",918,0
188,50,506,240,223,654,1
"1,045",252,729,352,"12,338","1,139",0
756,456,308,547,"14,377",632,0
285,51,378,195,"1,681","1,338",0
666,345,586,425,"35,812",800,0
174,52,346,200,"1,814",838,0
"1,106",637,459,361,"20,565",530,0
401,12,314,192,290,846,0
"1,078",97,409,334,950,"1,295",0
369,224,390,599,"28,130",513,0
19,-21,417,375,"17,351",250,0
104,27,318,367,306,412,0
367,72,955,262,"10,815",899,1
907,107,471,275,339,"1,567",0
29,14,412,160,477,817,0
136,68,769,297,416,"2,683",0
517,20,355,525,860,"1,399",0
868,118,633,146,"3,430",381,0
216,74,522,300,"6,444",291,0
"1,073",334,662,367,"13,049",838,0
537,52,368,367,"4,408",794,1
424,105,680,493,"5,352",723,0
365,62,840,634,"13,788","1,304",0
562,28,597,296,"4,287","1,289",0
"1,443",354,491,343,"8,888","1,050",0
-14,28,478,81,95,684,1
"1,489","1,121",809,471,"33,545",688,0
459,205,"1,057",265,"11,444",828,0
116,29,901,336,913,"2,120",0
"1,076",106,354,521,"2,293","2,439",0
"5,493","1,274",362,497,"27,059","1,412",0
"1,475",399,483,175,"9,593",406,0
377,136,391,280,"7,906",618,0
"1,825",305,645,284,"7,591","1,037",0
214,159,399,293,"11,281",392,0
"1,000",241,342,466,"17,330",336,0
243,-15,684,182,393,"1,146",0
935,299,"1,013",669,"20,988","1,751",0
"1,145",361,636,359,"3,699",893,0
"1,642",265,906,362,"4,238","1,475",0
325,111,888,338,"11,702","1,348",0
741,218,453,427,"4,464",696,0
"1,205",51,330,211,450,"1,259",1
337,42,586,165,"6,309",646,0
70,36,600,295,"3,686","1,498",0
"1,269",417,539,619,"14,766","1,034",0
222,43,"1,239",328,"7,139","1,527",0
"1,508",279,501,661,"5,040","1,109",0
"1,400",303,890,210,"9,440","1,174",0
"1,096",172,423,346,"1,715","1,944",0
737,320,436,174,"2,931",679,0
484,206,486,256,"8,743",580,0
"1,103",394,"1,034",384,"8,184",855,0
509,111,451,191,"4,100",721,0
934,340,484,316,"16,173",468,0
884,86,745,666,596,"1,354",0
599,170,858,445,"17,464","1,124",0
"1,804",512,716,274,"9,301","1,071",0
"1,314",413,597,435,"7,643","1,018",0
"1,083",53,553,417,"1,241","1,602",0
381,23,787,292,"9,862","1,177",0
182,51,819,306,"3,307",976,0
"1,547",450,608,275,"14,582","1,007",0
215,36,939,232,"4,589",684,0
73,61,779,201,"12,019",639,0
88,-30,476,209,"21,363","1,089",0
326,44,789,263,"4,869","1,249",0
78,13,421,613,409,"1,263",0
802,342,482,436,"8,846",841,0
569,171,502,574,"7,671",712,0
883,229,792,316,"7,232","1,085",0
"1,337",70,513,244,"1,168","1,337",1
222,-3,356,494,445,794,0
273,46,642,184,"9,039",872,0
68,68,777,246,412,374,0
"1,085",57,451,489,598,"2,143",0
369,94,310,643,952,693,0
"2,410","1,240",478,"1,946","47,203",703,0
"1,600",79,358,453,537,"1,274",0
163,24,381,726,987,646,0
414,107,414,441,"9,895",583,0
"1,289",764,434,759,"30,069",718,0
"3,339",542,518,590,"10,216","1,430",0
797,196,389,403,"4,043",585,1
317,21,299,788,911,792,0
672,316,433,431,"21,866",371,0
700,501,438,"1,227","42,361",584,0
848,458,387,454,"8,736",392,0
"1,042",153,293,332,"7,924","1,006",0
741,356,475,452,"18,437",349,0
153,74,763,340,"1,333",736,0
361,38,881,372,"1,269","1,507",0
536,282,478,603,"18,649",422,0
248,117,623,176,"3,335",571,0
21,-13,714,212,"4,330",995,0
934,155,497,292,"1,807","1,237",0
216,70,440,390,604,"1,038",0
"1,182","1,261",504,"1,276","73,914",324,0
696,64,315,364,364,444,0
"1,314",263,"1,016",360,"5,961","1,353",0
315,26,583,116,921,"1,035",0
613,6,619,570,478,"2,136",0
"2,288",590,322,302,"11,502","1,101",0
530,76,503,515,525,883,0
"1,286",404,442,354,"10,873",681,0
592,85,"1,042",350,"2,711","1,443",0
197,48,638,211,"3,332",551,0
762,53,543,884,"1,095","1,038",0
740,53,337,839,897,931,0
579,121,572,130,606,"1,090",0
295,65,674,273,"3,194","1,769",1
"1,027",29,378,250,336,807,0
349,34,512,557,434,"1,264",1
946,241,301,624,"18,504",121,0
256,54,404,98,"3,697",689,0
607,279,428,731,"25,422",635,0
321,31,448,562,496,"1,467",0
"2,379",249,374,662,"5,232",642,0
335,152,"1,436",213,"10,955","1,569",0
"1,164",447,914,213,"21,616","1,133",0
"1,124",732,502,871,"39,887",360,0
"1,182",147,"1,495",338,"1,945","1,402",0
549,78,"1,424",238,281,"1,983",0
517,182,789,351,"13,581",862,0
371,136,347,700,"18,596",127,0
568,232,571,543,"32,986",321,0
"1,409",314,290,241,"8,365",348,0
"1,208",649,573,849,"19,285",423,0
569,495,435,853,"24,168",466,0
362,265,455,682,"25,750",329,0
572,312,323,723,"21,051",243,0
769,245,"1,122",387,"23,080",698,0
"1,384",75,529,189,"1,256","1,388",0
910,453,306,394,"11,431",744,0
138,31,321,626,634,"1,045",0
531,98,505,315,"3,501","1,326",0
844,363,787,221,"9,343","1,139",0
597,142,"1,208",251,"7,063","1,713",0
452,190,357,959,"13,685",391,0
252,39,454,342,885,995,0
961,65,326,297,"1,565",395,0
475,-1,384,534,447,"1,200",1
367,-8,308,227,602,"1,447",0
486,76,648,451,706,"2,147",0
209,57,396,440,"4,526",402,0
630,75,309,166,163,"1,059",0
339,102,381,344,"6,094",594,0
60,64,382,508,"1,176","1,394",0
80,58,338,224,180,674,0
265,14,695,475,485,991,0
43,9,535,150,254,266,0
38,6,452,255,"1,552",848,0
148,37,424,102,"1,055","1,006",0
"2,043","1,380",364,966,"35,510",511,0
432,155,516,577,"22,392",909,0
485,73,808,317,"4,520",732,0
"1,225",882,320,685,"33,159",708,0
220,50,542,255,"2,407","1,476",0
308,35,607,304,"3,395","1,203",0
984,199,299,"1,497","3,116","1,410",0
569,63,643,281,"3,163","2,402",0
463,214,565,625,"17,041",580,0
212,139,302,349,"27,916",436,0
571,78,440,265,"4,725",950,0
388,50,314,722,906,708,0
815,500,322,655,"15,866",361,0
596,13,396,229,"1,856","1,018",0
"1,289",469,305,555,"16,669",121,0
789,265,386,346,"6,350",435,0
700,21,677,287,275,"1,103",0
