CD41_APCH7,MICB_647,Zombie_violet,PVR_PECy7,CD51_FITC,VEGFR1_594,CD168_700,CD42_BV605,Colony
"3,849",187,-252,"2,402",-133,"1,876","2,314",-241,0
"7,067",52,-141,"1,006",202,847,589,"2,412",0
"8,100",-117,-270,504,-130,"1,702","5,782",565,0
"2,058",164,-151,"1,002",-60,846,426,-94,0
"7,803",446,-231,795,136,"1,205",274,"5,251",1
"4,373",-150,-267,"2,389",-42,"1,440",773,-34,1
"5,544",49,-232,"1,610",-173,"1,109",290,-75,1
"5,269",154,-165,"1,541",456,"1,434","3,073","1,002",1
"5,826",52,-146,537,139,"1,038",393,43,1
"5,172",255,-227,689,-112,"1,254",153,-146,1
"2,007",268,40,593,363,339,443,942,1
"5,689",504,0,"2,331",393,430,849,390,1
"9,706",361,48,"3,390",550,345,"2,266","1,116",1
"5,849",167,-39,"3,207",400,630,"1,898",149,1
"6,299",251,-223,"2,848",-92,"1,604","1,382",4,1
"4,041",198,-151,"1,414",97,826,746,-150,1
"5,271",202,-124,"1,689",248,889,127,11,1
"2,285",104,-25,973,99,422,583,244,1
"4,679",145,15,911,174,136,270,"2,131",1
"5,517",77,-197,"1,145",5,"1,199",438,29,1
"7,753",265,-276,"1,911",28,"1,587",549,155,1
"3,371",631,-245,"3,287",-60,"1,610",964,-1,1
